Astro,Endo,Excitatory L2/3,Excitatory L4,Excitatory L5,Excitatory L6,Inhibitory Other,Inhibitory Pvalb,Inhibitory Sst,Inhibitory Vip,Micro,Neuron Other,Olig,Other,Smc
0.00073850027,0.16056798,0.57207847,0.03372407,0.00022371653,0.00022218694,0.0017288635,0.012051225,0.16591331,0.006618822,0.0011028346,0.0022452588,0.00039396118,0.042083602,0.00030728575
0.00067489187,0.33752233,0.5155535,0.0035945405,0.00012751877,0.0002520402,0.002798406,0.07618751,0.014529668,0.030840367,0.0024577721,0.0035332236,0.0004381401,0.011181469,0.00030858518
0.0032798972,0.19200955,0.25692484,0.020716911,0.0036975867,0.21973358,0.006882362,0.048492134,0.00834561,0.037209183,0.005200982,0.035839636,0.0059769815,0.010047761,0.14564294
0.0023422611,0.42426604,0.043756917,0.0055369074,0.014390618,0.3437038,0.0026142832,0.0073487195,0.018909566,0.045027897,0.06115688,0.010746839,0.00087604334,0.019210566,0.000112562004
0.10257681,0.24528971,0.008771015,0.07526497,0.0008652279,0.0042959396,0.002226929,0.0029440674,0.0013920161,0.06877908,0.46119964,0.012782214,0.0012643235,0.012219256,0.00012883295
0.27119985,0.0070516914,0.009676008,0.00421394,0.0059723807,0.00026206777,0.044682223,0.003342671,0.05308457,0.047240112,0.44213346,0.007672161,0.09186399,0.005059492,0.0065454394
0.31366098,0.0010835856,0.00032515387,0.0005735015,0.07531363,2.547251e-05,0.046122845,0.0011243105,0.19300586,0.008147048,0.004430155,0.10614104,0.24637894,0.0011122215,0.0025552767
0.072244234,0.00056767336,9.985189e-05,8.78721e-06,6.281976e-05,3.8821465e-05,0.06270093,0.000943944,0.0065252404,0.026453556,0.00040841062,0.009810941,0.8142543,0.004267826,0.0016126705
0.018925369,0.00092086697,0.00016466081,1.0315579e-05,0.0002036024,0.0046070996,0.05074208,0.00079415314,0.0044858465,0.02644599,0.00040701692,0.06265875,0.79538095,0.02538578,0.008867554
0.0027569472,0.0007795244,0.00025161865,0.0006277021,0.050446346,0.38190502,0.015001464,0.0011708746,0.0062491307,0.0031017694,0.0032495258,0.20200092,0.16670445,0.082164116,0.08359065
0.0006833534,0.0011220821,7.74558e-05,0.0010276352,0.010462658,0.7406913,0.0023964385,0.0006601014,0.0035925587,0.002971944,0.0008365024,0.06286078,0.021492079,0.06824818,0.08287685
0.00047426863,0.0017658307,0.00023936019,0.0037333542,0.097547084,0.6470723,0.0014515222,0.0004629434,0.007980548,0.0059786737,0.0015252274,0.10712315,0.008221351,0.022224886,0.094199486
0.0009926006,0.0049913567,8.324711e-05,0.0013319058,0.6893996,0.08233741,0.00294602,0.0029740029,0.0067167617,0.0029861229,0.038136102,0.025553223,0.0105474675,0.0032688784,0.12773526
0.0039282297,0.085654825,1.4946697e-05,0.0031073606,0.65258145,0.051138867,0.004979684,0.00024880213,0.0143566085,0.0075690886,0.0062395963,0.08267479,0.030437298,0.011217738,0.045850642
0.0056300657,0.01684746,0.0049700956,0.00057672244,0.44504514,0.0008217726,0.4204229,0.00018372863,0.029937258,0.006196008,0.0063225045,0.0073519824,0.04534154,0.00685299,0.0034997975
0.004393395,0.33046153,0.12968183,0.06358608,0.3530047,0.0034363335,0.0032803388,0.0076556234,0.012099557,0.03894947,0.01943641,0.006476699,0.0013439353,0.02503219,0.0011619042
0.0026805578,0.27835333,0.002803973,0.5549228,0.039075375,0.00022780611,0.0017246273,0.010836051,0.012423001,0.016813356,0.043591686,0.010048528,0.00070572447,0.02366949,0.0021237128
0.0021459097,0.1587844,0.268435,0.41275302,0.00087910955,0.00045878725,0.0026785627,0.011352535,0.025882771,0.01825307,0.013781184,0.003950346,0.00076356804,0.07873351,0.0011482486
0.0011036912,0.29523885,0.37531888,0.20077126,0.002006749,0.003041762,0.00092936546,0.013826496,0.020650228,0.006754041,0.00404108,0.0011729937,0.011470885,0.06359525,7.8553596e-05
0.073108,0.17019863,0.26804745,0.014528613,0.009848886,0.022955704,0.049466673,0.010178223,0.28249583,0.016295295,0.0034395894,0.04308531,0.0049951673,0.019287148,0.012069512
0.0007986897,0.2535847,0.5689856,0.0020233695,6.490573e-05,0.0001883414,0.0023929132,0.09976585,0.012559469,0.039970327,0.0029713719,0.0026246184,0.0002877665,0.013655647,0.00012641642
0.0006170603,0.32040063,0.48770976,0.0009637549,1.866392e-05,0.00016992578,0.0015028011,0.13462621,0.0043172077,0.03431703,0.0068892846,0.0028324213,0.00017009146,0.005429184,3.5979472e-05
0.00275738,0.42517668,0.38106784,0.002657423,4.007035e-05,0.00024310437,0.0023465694,0.06660607,0.00158305,0.0524908,0.05333437,0.006182654,0.00025387394,0.0052303127,2.9770534e-05
0.011568704,0.27262834,0.015333819,0.010431375,0.019949002,0.016706267,0.011857141,0.0027150316,0.004079062,0.12775297,0.4869799,0.009292311,0.0003030475,0.010097117,0.0003059034
0.11913076,0.0053485185,0.008621921,0.39881685,0.06417458,0.0013270719,0.061534226,0.019358005,0.014444321,0.0061418233,0.01367604,0.017785221,0.22890294,0.022423236,0.018314468
0.079737104,0.0005977527,0.0007118366,0.00014692539,0.002096417,0.00030869237,0.05821468,0.003159608,0.0051219724,0.0049998155,0.0013295905,0.026869781,0.75520444,0.0013939211,0.06010741
0.027244695,0.0003331118,5.2331558e-05,7.0889414e-06,0.00020855738,5.33261e-05,0.1151932,0.00073998567,0.0031212217,0.027009474,0.00028146498,0.011662835,0.80162704,0.009243961,0.0032216175
0.015773626,0.00046908582,9.995962e-05,7.4634713e-06,0.00042684557,0.0021389187,0.070331976,0.0008160277,0.011904785,0.0030782456,0.00022519466,0.042137574,0.7753799,0.0634765,0.013733979
0.0036926582,0.0007663662,0.00024244917,0.0005297589,0.059174616,0.48306513,0.033387516,0.00069792714,0.011172736,0.0017222147,0.0021589869,0.083164796,0.12655388,0.11734273,0.07632828
0.0010901619,0.0021742056,0.00012455285,0.00070311927,0.019763937,0.72526085,0.004079427,0.0013006974,0.0036534052,0.0043264627,0.0011711558,0.084290504,0.013652721,0.082400456,0.0560083
0.0017173513,0.006068798,0.000107347485,0.000741247,0.36466604,0.2794148,0.0033048196,0.002540551,0.0045448947,0.0022129,0.10907674,0.063557275,0.004814399,0.012388278,0.14484453
0.014746328,0.22811535,6.173586e-05,0.0002043529,0.21549682,0.08115046,0.0016668828,0.024196016,0.24429889,0.0041338527,0.0019449877,0.07517076,0.010564641,0.0060923975,0.09215652
0.06367435,0.016315626,9.538818e-05,0.00038185564,0.33503017,0.014664712,0.02021847,0.000598905,0.39823017,0.004664752,0.00433835,0.08484863,0.027665494,0.001895702,0.02737742
0.006096325,0.050555497,0.00029019406,0.010107845,0.7033943,0.010211618,0.0037021737,0.0008017179,0.026038319,0.02029248,0.012657288,0.10918782,0.008102087,0.002542324,0.036020003
0.004274889,0.10320846,0.00022422787,0.5759045,0.19203848,0.0018377836,0.0023789294,0.06498242,0.0059962403,0.009866825,0.018851256,0.009356872,0.0022888477,0.004084718,0.0047055176
0.0036862772,0.122759,0.00037180883,0.71857274,0.008254241,0.000115722985,0.0010376808,0.072960265,0.0023225644,0.013380493,0.037869006,0.0039181192,0.0007361063,0.013741927,0.0002740292
0.004655071,0.13961463,0.0031483907,0.63749385,0.0009432378,9.235044e-05,0.0014838671,0.10118941,0.0045775073,0.009111781,0.055390783,0.003570276,0.000564492,0.038011093,0.00015326192
0.0064084036,0.20635837,0.14575656,0.30070806,0.02457878,0.015220071,0.0015119733,0.20423506,0.011503536,0.013529661,0.037810646,0.008861561,0.0034612953,0.018039273,0.0020167679
0.0021582986,0.2145853,0.28144762,0.028467612,0.0016931205,0.34423524,0.0013260096,0.025959548,0.036714002,0.013320767,0.019832952,0.00627457,0.0010565727,0.022766639,0.00016172518
0.0013721023,0.107457764,0.7234138,0.012546453,3.3445034e-05,0.00019329594,0.0062695513,0.012830965,0.06685982,0.0172899,0.023739355,0.016301345,0.001971254,0.009531178,0.00018983049
0.0059000305,0.124776386,0.41194436,0.1731965,7.9789315e-05,0.00010365786,0.002523348,0.004829696,0.19963002,0.024232449,0.036033954,0.005159213,0.00049799075,0.010927269,0.00016528592
0.043699823,0.1650544,0.49328682,0.015538737,1.840333e-05,6.4999906e-05,0.009260686,0.0054431334,0.0021982281,0.09100075,0.109301165,0.013489014,0.0005150313,0.051081542,4.7213583e-05
0.3607886,0.15377867,0.037337292,0.03420976,0.0001061329,0.000115889736,0.008099692,0.0034859932,0.0012418255,0.03893628,0.332999,0.015811611,0.003782209,0.009219097,8.7959634e-05
0.057979386,0.0030436937,0.0017654368,0.0004948629,0.057889674,0.07421231,0.08521021,0.15515141,0.016772602,0.0014319901,0.0373758,0.057591,0.41487634,0.007285773,0.02891959
0.2312606,0.0009292418,1.9743171e-05,7.2837414e-05,0.02792929,1.698975e-05,0.0797062,0.0035739602,0.03562666,0.00077515974,0.0017729151,0.012271051,0.5931114,0.0036989783,0.009234977
0.01303285,0.00035811137,2.3195646e-05,1.0887942e-05,0.0015347777,6.0631046e-05,0.12789318,0.00068032177,0.0014966183,0.01898789,0.00021401342,0.016470637,0.8000348,0.011273179,0.007928921
0.007300156,0.00059891684,4.3777625e-05,8.978131e-06,0.0010911205,0.0047773896,0.22910914,0.00062900875,0.002221495,0.0024473537,0.00025739148,0.0322975,0.6406184,0.053705234,0.024894174
0.002750095,0.032925807,0.25524223,0.0064948704,0.0054612877,0.11751903,0.04684788,0.006340065,0.042511072,0.0056584645,0.0006131749,0.077125676,0.118937135,0.25847876,0.02309445
0.0022472357,0.006451128,9.238856e-05,0.00010670517,0.017709518,0.6936276,0.007332168,0.0010079985,0.0038548494,0.0022161193,0.0009081712,0.10652221,0.012159681,0.10995349,0.03581075
0.002005674,0.00694284,7.032252e-05,8.4192405e-05,0.031440903,0.6597388,0.0040542805,0.0014957191,0.03219493,0.0030202393,0.0017424749,0.1621386,0.014584239,0.014709024,0.06577775
0.0042722924,0.026412811,8.9829395e-05,0.0010672039,0.22546156,0.1394535,0.0052313074,0.0020893498,0.019505158,0.08244612,0.2302239,0.21804315,0.00971002,0.004754754,0.031239083
0.005859027,0.03633202,8.2402665e-05,0.001461381,0.52710974,0.053801015,0.0019000196,0.0033313122,0.024924614,0.009477151,0.0076196045,0.28056583,0.010776249,0.0027277442,0.034031946
0.0055775987,0.1146585,0.008196804,0.04698592,0.63301957,0.009662823,0.003311372,0.005377838,0.0284413,0.025324067,0.014367437,0.077899694,0.007327177,0.007503674,0.0123462565
0.009074094,0.19470844,0.0005169451,0.5643826,0.10452026,0.0005881262,0.0032929545,0.025222756,0.013480328,0.012936823,0.034986448,0.017793119,0.008003596,0.008574459,0.0019191364
0.0067366348,0.110522375,0.0010632173,0.68417907,0.00617891,0.00025111056,0.0029344258,0.07907666,0.0081996275,0.008467255,0.060181383,0.008345592,0.015449684,0.007880544,0.00053354277
0.0043875305,0.06291604,0.20804057,0.5450208,0.0010960862,0.00017277614,0.0025718883,0.035946764,0.013201187,0.009101286,0.064398535,0.005183447,0.0024821428,0.04494468,0.00053629663
0.0029680098,0.059001535,0.1297039,0.5850735,0.00042636495,0.0002801496,0.001663344,0.06842705,0.010554272,0.011823919,0.08853052,0.0033529613,0.0013519814,0.036745,9.7612196e-05
0.023388376,0.026772186,0.5967343,0.04755061,8.961256e-05,0.0003729165,0.016115742,0.016650138,0.025092818,0.056920305,0.10470368,0.0030816484,0.0017143163,0.08075712,5.626819e-05
0.0044758557,0.101423204,0.60410166,0.0022946326,8.5295855e-05,0.0004606539,0.005054264,0.13666625,0.018548394,0.03291957,0.08417721,0.002659175,0.0022049919,0.0048247185,0.0001041293
0.009151519,0.035975024,0.6367136,0.008257068,1.2815046e-05,0.00012768715,0.004324415,0.005911465,0.106519565,0.025693623,0.14527248,0.012332503,0.0023518424,0.007218892,0.000137532
0.0703481,0.07171341,0.17871256,0.0015990728,0.008052606,0.12650931,0.010120906,0.004595805,0.0024878997,0.047925513,0.15852866,0.11059132,0.0041680853,0.20420997,0.0004367728
0.23006733,0.07615043,0.07584073,0.0021521475,5.2153537e-05,4.1949545e-05,0.012542419,0.0032857072,0.0016602539,0.051329974,0.12387452,0.03261722,0.2889317,0.10048448,0.0009690031
0.039190445,0.0020424942,0.00062098855,0.005579091,0.4729358,0.00706761,0.08304442,0.011595326,0.007087173,0.0011577003,0.01415772,0.020071497,0.26304662,0.048104476,0.02429859
0.16707215,0.00033214287,1.7266628e-05,0.00033433115,0.10460076,2.6242815e-05,0.10700618,0.0022120727,0.16957664,0.00065007317,0.01241556,0.11270002,0.3053439,0.0033226467,0.014390037
0.054423556,0.0013957821,1.768899e-05,0.0016072028,0.0035390472,0.00012658097,0.29160428,0.0007505035,0.0029899534,0.0018931113,0.0007875775,0.03896401,0.52065295,0.0625308,0.018716991
0.011950508,0.00097379385,5.3906504e-05,1.8868326e-05,0.0039670235,0.0088891145,0.10291664,0.0026847464,0.0024753043,0.004247474,0.00025675737,0.073492676,0.6932312,0.06471853,0.030123426
0.0022309779,0.0062488476,7.1995295e-05,0.004830724,0.36551732,0.2311131,0.026363473,0.0043855407,0.0105976965,0.0033354927,0.0013554469,0.057402626,0.124417335,0.09887702,0.063252434
0.0013485185,0.018355357,0.00033891015,0.0007639079,0.07950392,0.5646647,0.011526362,0.0031521784,0.013138538,0.0056784474,0.009656504,0.16646013,0.034038708,0.046959627,0.044414155
0.0017105474,0.062475193,0.00012599933,7.0385555e-05,0.0265847,0.659971,0.0049917856,0.0061362274,0.022211442,0.0027345996,0.002228006,0.16642255,0.009297081,0.01252507,0.022515334
0.029762805,0.019356852,0.00028091035,0.0059541836,0.24078152,0.07865364,0.017674137,0.018269904,0.29865652,0.002399888,0.0048922263,0.25128773,0.011276343,0.0048640594,0.015889289
0.014151683,0.0470295,0.00050771073,0.035836887,0.38248155,0.008755624,0.001640988,0.006948526,0.054307062,0.03366009,0.009577931,0.15753755,0.008250122,0.22761111,0.011703659
0.01189766,0.089656726,0.00032560853,0.047484454,0.5266729,0.039610382,0.0038946602,0.049465872,0.024004983,0.003670522,0.020719254,0.056552798,0.013324776,0.098695636,0.01402374
0.0057593733,0.09183619,0.0012539376,0.5695591,0.035550684,0.00034389578,0.0031431508,0.047942244,0.16089328,0.00476726,0.031242713,0.03470009,0.004313965,0.006208496,0.0024856003
0.0063103633,0.09732717,0.0016332304,0.74027395,0.00300684,9.766978e-05,0.0023190705,0.047890723,0.032015055,0.004083645,0.03899067,0.013431492,0.004210286,0.007824373,0.0005854459
0.013131725,0.07988909,0.0068058358,0.68509305,0.0041346787,0.0022398576,0.005510252,0.06496194,0.013664037,0.0038281963,0.0933906,0.0047788164,0.0027729284,0.0053378884,0.014461125
0.0031357592,0.21237433,0.24261688,0.19623125,0.0065262327,0.02903781,0.0057446663,0.046221483,0.07453618,0.02354535,0.078910835,0.004887527,0.017225621,0.05879317,0.00021287671
0.003269777,0.022237802,0.74268097,0.03173538,0.00010439542,0.00037725404,0.0071605956,0.018761907,0.06435906,0.010731253,0.07901875,0.004152451,0.004870155,0.01045781,8.241707e-05
0.002597134,0.028635193,0.6610365,0.00089729525,3.9060433e-05,0.00077156106,0.0036036589,0.005251742,0.008042532,0.021731943,0.073956355,0.18454544,0.0045570307,0.00422544,0.00010906957
0.008782839,0.03027049,0.70700485,0.0017002447,0.0003942523,0.013712096,0.003381184,0.022217307,0.01652108,0.075794786,0.108289756,0.0036509114,0.0031333244,0.0029843382,0.0021625874
0.24099338,0.045978215,0.2125688,0.015516844,8.195156e-05,0.00015616648,0.004665004,0.0022367057,0.00066195783,0.04194075,0.4203201,0.005614622,0.007020265,0.001798264,0.00044692683
0.17710328,0.07631209,0.10544496,0.0020691985,0.00047681542,0.0005587109,0.19812822,0.002441021,0.00268698,0.039811376,0.22863817,0.012716602,0.13742487,0.006146553,0.010041123
0.06465655,0.0027129136,2.7085054e-05,0.0003235017,0.34146696,0.00013143857,0.079541236,0.015534431,0.028886676,0.002999015,0.09265577,0.004451418,0.26500407,0.0057184333,0.09589053
0.09218553,0.0015078094,2.0522416e-06,0.0002151799,0.016760122,3.197521e-05,0.31046796,0.001982749,0.012560044,0.001878084,0.0019850193,0.007173714,0.5106078,0.02654751,0.016094418
0.023768147,0.0008460749,5.330775e-06,1.0505169e-05,0.006167255,0.00056976307,0.07261001,0.00060435385,0.0064388164,0.015136046,0.0004092129,0.019388,0.8106096,0.020738099,0.022698825
0.0039864555,0.0022792344,0.0004737998,0.00013221752,0.010416974,0.036700938,0.04303689,0.0024450924,0.005113174,0.007743584,0.00045273884,0.07093216,0.66089815,0.027052872,0.12833568
0.00090691855,0.0015025571,3.1706193e-05,0.0004224904,0.0065713148,0.62014323,0.008296413,0.00084272627,0.005625577,0.0018865541,0.0008396055,0.07035647,0.13442619,0.08808531,0.060062896
0.0028291545,0.006381905,0.00071172684,0.0008213975,0.017267216,0.7030239,0.0064199516,0.0055896854,0.009410401,0.016307892,0.003118464,0.09688601,0.027763216,0.024713453,0.07875567
0.0018086174,0.00874779,5.914287e-05,0.00022283799,0.030305034,0.5544481,0.0077343807,0.009586666,0.11360182,0.0035421695,0.004092097,0.15393825,0.059788205,0.00820576,0.04391914
0.04515981,0.006619545,0.00011532547,0.0015937269,0.25676072,0.09356748,0.0057845926,0.023147212,0.30238986,0.0032004092,0.0025665695,0.21906781,0.014713309,0.0016597616,0.02365382
0.006863692,0.025668385,0.0002973151,0.00557984,0.6612247,0.020926323,0.0020585211,0.03850441,0.05329753,0.0026143328,0.0055449978,0.10499349,0.005153318,0.054370057,0.012903102
0.018108267,0.0516833,0.009803339,0.3298947,0.18396667,0.0009006421,0.0045596557,0.18379372,0.04515629,0.006713259,0.032992687,0.057959605,0.038706854,0.019359382,0.01640165
0.011384444,0.14577654,0.0010433513,0.5125376,0.047286898,0.00074037095,0.012829824,0.0921867,0.06585495,0.0037746967,0.028325085,0.03901296,0.0021292516,0.030107416,0.0070098997
0.005188887,0.054220587,0.0020257672,0.6705983,0.0027353722,0.000113507354,0.0020764594,0.13354379,0.034999624,0.004629822,0.047898043,0.017381795,0.003777504,0.019256897,0.0015536116
0.0035597177,0.05662828,0.034171443,0.5607823,0.0008938424,0.00024208933,0.0038366914,0.0366083,0.23951083,0.0043037627,0.037018187,0.002844717,0.000497862,0.018549066,0.00055286335
0.0017235952,0.04604537,0.6061558,0.091111846,0.00027647,0.0007077962,0.007834488,0.023377653,0.099974304,0.04076482,0.03005296,0.0030142781,0.00078095304,0.047953647,0.00022606223
0.0014305445,0.028864298,0.76830864,0.013894615,0.00017350337,0.0011820267,0.0060993326,0.020011922,0.053580962,0.040289417,0.040084872,0.0025600435,0.0008898907,0.022425761,0.00020415086
0.00074064743,0.03602606,0.8094533,0.0035576923,0.00013736574,0.00080807647,0.0052044285,0.015057437,0.02955152,0.026702262,0.060686503,0.0021167698,0.0017872659,0.00795044,0.0002202334
0.0019722213,0.052525885,0.4858014,0.16421339,0.00019421111,0.0017287675,0.004838555,0.032066625,0.0070835752,0.06313339,0.09398313,0.0038208647,0.005379398,0.08280573,0.00045283296
0.0038217858,0.46453273,0.27831832,0.000200066,0.04482778,0.012634247,0.010813782,0.0016448791,0.0015067715,0.07961948,0.0797026,0.00763724,0.010638752,0.0009256305,0.003175918
0.08110226,0.2271864,5.2305306e-05,8.840781e-06,0.009098909,0.00025107156,0.08287006,0.032122996,0.28568178,0.003892762,0.004287569,0.003927921,0.26021463,0.004623443,0.0046790973
0.21259141,0.0008089363,1.0478577e-06,1.7698871e-06,0.016210184,7.90033e-05,0.083130985,0.0022792022,0.05062864,0.003912826,0.0006911468,0.0011575277,0.62356794,0.001894205,0.0030451475
0.0076075457,0.00054883375,5.3557746e-06,7.578545e-06,0.004290864,0.0020463974,0.06742918,0.00074317626,0.010007907,0.02779337,0.0003829259,0.014267756,0.8363689,0.007860328,0.020639844
0.00082649925,0.02000702,3.099026e-05,0.0003709088,0.27205753,0.21663058,0.017022446,0.0006856812,0.007708969,0.008245855,0.0014901189,0.109302536,0.22405952,0.020049812,0.10151152
0.0004116403,0.0021937722,3.6060464e-05,0.00024401433,0.007968931,0.5803499,0.0045742816,0.0011977148,0.0055123265,0.0027911435,0.00084074854,0.06268614,0.08595502,0.18380685,0.06143141
0.0006241396,0.004557956,2.7572172e-05,0.0012460735,0.05966273,0.73891115,0.004596671,0.0032266455,0.011251583,0.0059581753,0.0021770056,0.049432684,0.025066452,0.047694035,0.045567125
0.0014332908,0.034460664,5.2923606e-05,0.00020829441,0.0797151,0.682143,0.0048978133,0.019580008,0.026967183,0.00860632,0.011900301,0.057922695,0.031631917,0.011137235,0.029343199
0.09861818,0.0072976323,5.8538477e-05,0.0009069594,0.26917362,0.110565856,0.008056912,0.020781882,0.27675623,0.0032495733,0.017931918,0.15069856,0.0150022395,0.004477859,0.016424077
0.007308907,0.028542591,0.007997817,0.016038677,0.5270562,0.028031252,0.005875614,0.07361314,0.13030529,0.015305851,0.016799413,0.109480634,0.0052254754,0.006754273,0.021664847
0.03158383,0.0240016,0.0013722965,0.22222185,0.5022923,0.00020690897,0.008830696,0.037629522,0.07814254,0.004009082,0.026474621,0.029808007,0.0005995744,0.024305586,0.008521655
0.005048976,0.07067638,0.0020201085,0.3137899,0.28653756,0.09374906,0.005480804,0.012739263,0.06491188,0.00783943,0.010512589,0.041853443,0.009250929,0.040141556,0.035448104
0.025596714,0.052961506,0.004655627,0.32232544,0.047062248,0.00012474238,0.0023483373,0.013957777,0.3833444,0.0033895844,0.012513285,0.021102019,0.00036923285,0.05305721,0.0571918
0.002569266,0.062114805,0.09765181,0.42982775,0.041634407,0.0075040855,0.003867669,0.015440961,0.12943801,0.04644023,0.025485743,0.035427526,0.00032298142,0.09461794,0.00765682
0.0034092236,0.019421244,0.25773123,0.056506246,0.10118682,0.021688716,0.010211945,0.028749712,0.091977686,0.019532131,0.0069685057,0.0013235814,0.0044704573,0.37618473,0.0006377494
0.0005252847,0.11066045,0.61133814,0.005053627,0.00010871273,0.00048703983,0.0025532916,0.13793768,0.045427028,0.06303802,0.0026464176,0.0008782558,0.0010367136,0.018043362,0.0002659749
0.00048558798,0.0776494,0.7328898,0.008121161,4.1509877e-05,0.000708749,0.0031565267,0.009652984,0.07129017,0.04988858,0.009759551,0.00063680275,0.0015459188,0.03394785,0.00022541762
0.005592705,0.14279798,0.31509563,0.0040872064,0.21881999,0.0043275123,0.010868618,0.007197708,0.010402303,0.04087231,0.14213076,0.0071878484,0.00354198,0.0032523326,0.08382509
0.00018673802,0.29324394,0.35303295,0.037284657,0.00405148,0.03875112,0.0169947,0.008006757,0.013091803,0.034242608,0.004697446,0.0035106787,0.023557719,0.16472287,0.004624445
0.0007221774,0.13552406,0.047031764,0.0052411733,0.13950895,0.19397318,0.18244839,0.023245083,0.010098741,0.035796028,0.003577853,0.117016464,0.040914807,0.010971802,0.053929534
0.11683324,0.00043429693,4.9443835e-05,0.0013964734,0.08676367,0.00032957524,0.06282206,0.0042352905,0.24813797,0.0042846766,0.007625744,0.0915211,0.37165082,0.0007353544,0.0031803427
0.058651708,0.0004875187,0.00051477755,7.02284e-05,0.013864723,0.04440904,0.11203092,0.0014849998,0.29028162,0.0070036,0.001059686,0.0073215105,0.44828144,0.0014960413,0.013042188
0.00298044,0.000161037,4.263228e-06,3.547296e-06,0.0029509102,0.008027687,0.037384182,0.0005832634,0.012996072,0.02303941,0.00031756388,0.019078115,0.8754324,0.002189175,0.014851973
0.0013307532,0.00032159325,7.40766e-05,0.000469388,0.013704096,0.29713356,0.02821298,0.00083089824,0.0065183863,0.007165706,0.010005541,0.2904864,0.26272526,0.012726351,0.06829509
0.00023188844,0.0009632418,0.0011407882,0.0018458868,0.060989242,0.5821812,0.008313006,0.0031920378,0.025303137,0.0028670097,0.0005040177,0.06993654,0.09185698,0.0652072,0.08546776
0.00034588302,0.005801563,4.068533e-05,0.00058881106,0.06270247,0.58386636,0.004299339,0.004782565,0.017501859,0.009058118,0.005060604,0.17917459,0.011917281,0.043080304,0.071779504
0.0010774834,0.0029975267,0.00010155042,0.0017338535,0.1926986,0.59889764,0.0046727415,0.015119907,0.018618895,0.001906219,0.009597625,0.024685062,0.013620132,0.029469218,0.08480352
0.0025472036,0.004934199,0.000109989254,0.0024468342,0.29895014,0.21634385,0.012876749,0.1383179,0.050843112,0.004150296,0.030311584,0.08645432,0.06330368,0.006720288,0.08168985
0.0077916733,0.012145078,0.00010134075,0.04681945,0.4045017,0.052802395,0.051923364,0.09607243,0.12337002,0.003097876,0.0195659,0.0728675,0.007637364,0.015021649,0.086282246
0.020827439,0.0709662,0.0063435226,0.39007008,0.060531043,8.27123e-05,0.0014508616,0.029290415,0.11838779,0.05025642,0.01823898,0.012501081,9.5617565e-05,0.16006759,0.06089023
0.007644469,0.09581145,0.00411321,0.54542905,0.022139259,1.4980996e-05,0.0021453241,0.010488243,0.121851474,0.01990706,0.020670656,0.0067373393,4.8354323e-05,0.12884045,0.014158692
