GC,PGC,M/TC,OSNs,EPL-IN
0,0,0.4733372,0.34079035,1.86E-01
0,0,0.81230436,0.18769564,0.00E+00
0,0,0.76515477,0.23484523,0.00E+00
0,0,0.41935061,0.36330097,2.17E-01
0,0,0.67680476,0.32319524,0.00E+00
0.04716236,0,0.91046984,0.0423678,0.00E+00
0.02849807,0.013451829,0.9093549,0.04869519,0.00E+00
0,0.209100838,0.66276635,0.04320059,8.49E-02
0,0.343214493,0.45868497,0.06179392,1.36E-01
0.11739707,0.073386485,0.68405254,0.06407562,6.11E-02
0.0581554,0.315373455,0.40143395,0.06845494,1.57E-01
0,0,1,0,0.00E+00
1,0,0,0,-4.56E-18
0.10619861,0.013348806,0.84254096,0.03791162,0.00E+00
0.46467285,0,0.53532715,0,-1.81E-17
0,0,0.60107518,0.16707705,2.32E-01
0,0.178829291,0.66467295,0.06857368,8.79E-02
0,0.102113655,0.73930935,0.04856017,1.10E-01
0,0.266062069,0.56672005,0.04134168,1.26E-01
0,0.011999919,0.98800008,0,0.00E+00
0,0.091292936,0.87421805,0.03448902,0.00E+00
0,0.053884702,0.9461153,0,0.00E+00
0.29516182,0,0.70483818,0,0.00E+00
1,0,0,0,0.00E+00
0.99177352,0,0,0,8.23E-03
0.99988971,0,0,0,1.10E-04
0.99974497,0,0,0,2.55E-04
0.99933098,0,0,0,6.69E-04
0.99906198,0,0,0,9.38E-04
0.11967719,0.074017385,0.67866163,0.0442247,8.34E-02
0.25912376,0,0.74087624,0,0.00E+00
0.05308246,0.316392379,0.4429244,0.06913535,1.18E-01
0.05224441,0.271864921,0.53301415,0.05601819,8.69E-02
0,0,0.6105144,0.0858838,3.04E-01
0.99977537,0,0,0,2.25E-04
0.93282079,0,0,0,6.72E-02
1,0,0,0,0.00E+00
0.98076278,0,0,0,1.92E-02
1,0,0,0,2.28E-18
0.98163025,0,0,0,1.84E-02
0.62292558,0,0.37707442,0,0.00E+00
0.32129612,0.011349315,0.6664737,0,8.81E-04
0.2700657,0.090794943,0.63368675,0,5.45E-03
0.67140011,0,0.32859989,0,0.00E+00
0.38781413,0,0.61218587,0,0.00E+00
0.33334206,0.043369351,0.61538371,0,7.90E-03
0,0.171185271,0.82881473,0,0.00E+00
0.225192,0,0.774808,0,0.00E+00
0.26234578,0.062046385,0.67560784,0,0.00E+00
0.47132877,0,0.52867123,0,0.00E+00
0.99416706,0,0,0,5.83E-03
1,0,0,0,0.00E+00
1,0,0,0,0.00E+00
1,0,0,0,0.00E+00
0,0,0.39313472,0.42991178,1.77E-01
0,0,0.53250696,0.27741386,1.90E-01
0.16157135,0.136097552,0.55901794,0.04759895,9.57E-02
0,0,0.52047926,0.29178511,1.88E-01
0,0,0.4795308,0.40610704,1.14E-01
0,0,0.32497104,0.51518198,1.60E-01
0.63039764,0,0.36960236,0,0.00E+00
0.11344323,0,0.84854592,0.03801085,0.00E+00
0,0.233626843,0.7580903,0,8.28E-03
0.24891001,0.016392924,0.70288487,0,3.18E-02
0.12007695,0.15536888,0.52741545,0.04195814,1.55E-01
0,0,0,0,0.00E+00
0.23591783,0.274957082,0.46596553,0,2.32E-02
0,0.4349098,0.53049436,0,3.46E-02
0.1305439,0,0.76190434,0.04195012,6.56E-02
0.04356513,0,0.92130255,0.03513232,0.00E+00
0,0,0.6464091,0.12813925,2.25E-01
0,0,0.58184047,0.14601025,2.72E-01
0,0,0.55195361,0.26501378,1.83E-01
0,0,0.50146221,0.28075009,2.18E-01
0,0,0.57022296,0.27395194,1.56E-01
0,0,0.5543975,0.21521485,2.30E-01
0,0,0.69046261,0.13258238,1.77E-01
0,0,0.57241652,0.29239531,1.35E-01
0.08749864,0,0.88103999,0.03146137,0.00E+00
0,0.227693255,0.74523213,0.02707462,0.00E+00
0.31170069,0,0.68829931,0,0.00E+00
0,0.33891479,0.64660749,0,1.45E-02
0.37476197,0,0.62523803,0,0.00E+00
0.2771406,0,0.7228594,0,0.00E+00
0,0,0.869952,0,1.30E-01
0,0,0.6332904,0.2115829,1.55E-01
1,0,0,0,0.00E+00
0.97177487,0,0,0,2.82E-02
0.99640984,0,0,0,3.59E-03
1,0,0,0,0.00E+00
0,0.143551407,0.85644859,0,0.00E+00
0.56193997,0,0.43649041,0,1.57E-03
0.35280191,0,0.64719809,0,0.00E+00
0,0.109492945,0.89050706,0,0.00E+00
0,0,1,0,0.00E+00
0.4171845,0,0.5828155,0,0.00E+00
1,0,0,0,0.00E+00
1,0,0,0,0.00E+00
0,0.260519015,0.72189076,0,1.76E-02
0.40634892,0,0.59365108,0,0.00E+00
0,0,0.52501337,0.24419005,2.31E-01
0,0,0.56570725,0.31904497,1.15E-01
0,0.116330688,0.86018448,0.02348483,0.00E+00
0,0,0.58792709,0.27214648,1.40E-01
0.23584748,0,0.63666835,0.04960989,7.79E-02
0.25648758,0,0.63546066,0.04651174,6.15E-02
0,0,0.57990534,0.21932238,2.01E-01
0,0.185027625,0.81497237,0,0.00E+00
0,0,0.82766639,0.17233361,0.00E+00
0,0,0.53213975,0.23863579,2.29E-01
0,0,0.54571135,0.25680893,1.97E-01
0,0,0.5964623,0.24286898,1.61E-01
0.05467391,0.300248662,0.44461922,0.0615033,1.39E-01
0.29169223,0,0.53249802,0.04363386,1.32E-01
0.96691973,0,0,0,3.31E-02
0.71795543,0,0.28204457,0,0.00E+00
0.16653824,0.001720409,0.83174135,0,0.00E+00
0.14004641,0.132674346,0.6464013,0.08087795,0.00E+00
0,0,0.5108028,0.29487552,1.94E-01
0,0,0.52629066,0.24006136,2.34E-01
0.54112926,0,0.45887074,0,0.00E+00
0.19018087,0,0.65158231,0.04455716,1.14E-01
0,0,0.64731042,0.16196315,1.91E-01
0,0.100591981,0.84616015,0.05324787,0.00E+00
0,0.328260596,0.63643016,0,3.53E-02
0,0.369151242,0.60174593,0.02910283,0.00E+00
0.09077268,0.284669261,0.59067316,0.0338849,0.00E+00
0,0,0.62692274,0.15509998,2.18E-01
0,0,0.19973709,0.74714068,5.31E-02
0.93049247,0,0.06950753,0,0.00E+00
0.16874766,0.061228955,0.72759819,0.0424252,0.00E+00
0.19358045,0.104890188,0.6561407,0.04538867,0.00E+00
0,0,0.79994028,0,2.00E-01
0.25040843,0.247002008,0.50171633,0,8.73E-04
0.58065883,0,0.41634004,0,3.00E-03
0.95487277,0,0,0,4.51E-02
0.98724444,0,0,0,1.28E-02
1,0,0,0,-9.19E-18
0.93255342,0,0,0,6.74E-02
0.98297832,0,0,0,1.70E-02
1,0,0,0,0.00E+00
0.24715321,0,0.75284679,0,0.00E+00
0.10011656,0.1113982,0.62275945,0.0532712,1.12E-01
0.22623681,0.164208642,0.60049897,0,9.06E-03
0,0,0.80986435,0,1.90E-01
0.74955166,0,0.25044834,0,0.00E+00
0.05929124,0.048696054,0.85959167,0.03242104,0.00E+00
0,0,0.89888033,0,1.01E-01
0,0,0.70543348,0.07013475,2.24E-01
0,0.307380341,0.6372677,0,5.54E-02
0.57940432,0,0.42059568,0,0.00E+00
1,0,0,0,4.78E-18
0.97630491,0,0,0,2.37E-02
0.36150827,0,0.6155262,0.02296553,0.00E+00
0.30817363,0,0.53370871,0.03984386,1.18E-01
0.99597511,0,0,0,4.02E-03
0.71651083,0,0.28348917,0,0.00E+00
0.42755903,0.057889526,0.50354744,0,1.10E-02
0.56011037,0,0.43988963,0,0.00E+00
0.19440149,0.016069198,0.78952932,0,0.00E+00
0,0,0.64230662,0.09228598,2.65E-01
0,0.156476045,0.84051756,0,3.01E-03
0,0.30383424,0.62888788,0,6.73E-02
0.2467284,0,0.61439685,0.04422517,9.46E-02
0.23536897,0,0.60541037,0.06171999,9.75E-02
0.98853842,0,0,0,1.15E-02
0.66747221,0,0.32679724,0,5.73E-03
1,0,0,0,0.00E+00
0.9748922,0,0,0,2.51E-02
0.792252,0,0.207748,0,4.37E-18
0.38450303,0,0.61549697,0,0.00E+00
0.99981171,0,0,0,1.88E-04
0.52774151,0,0.47225849,0,0.00E+00
0.22553436,0,0.77446564,0,0.00E+00
0.26722127,0.014843742,0.71793498,0,0.00E+00
0.59336867,0,0.40663133,0,0.00E+00
0.53294767,0,0.46705233,0,-1.80E-17
0,0.375070984,0.55004944,0,7.49E-02
0,0.028282212,0.97171779,0,0.00E+00
0.28143968,0.052390236,0.65889285,0,7.28E-03
0.65568731,0,0.34431269,0,0.00E+00
0,0,0.81776281,0,1.82E-01
0.61642417,0,0.38357583,0,0.00E+00
0.29269094,0.069098119,0.63821094,0,0.00E+00
0,0,0.70762787,0,2.92E-01
0,0,0.83486045,0,1.65E-01
0.30331207,0.301212925,0.37139668,0,2.41E-02
0,0,0.67358837,0.09552246,2.31E-01
0,0,0.63622909,0.13408861,2.30E-01
0,0,0.78851482,0,2.11E-01
0,0,0.72254688,0,2.77E-01
0,0,0.56967023,0.2027601,2.28E-01
