"Vip","L5 NP CTX","L4/5 IT CTX","Sst","L5 IT CTX","Lamp5","L2/3 IT CTX-1","L5 PT CTX","L6 CT CTX","L6 IT CTX","L6b CTX"
4.16173535412669e-10,0.108316824380314,0.250924186003194,0.0422855703009011,0.053564064876534,0.00188375465154249,0.0271984482847488,0.00307076818624879,0.24528940472874,0.212981356873229,0.0544856212983742
0.00993505856106793,0.137704506961544,0.178729099610318,0.129241854827244,0.067351628324446,7.02554005621787e-06,1.06865561177284e-13,3.48569012708007e-13,0.218162833383784,0.203244474725321,0.0556235180657623
7.63122289583284e-11,0.150981881777533,0.300951687145783,0.0384408801526228,0.0971057569888751,1.38688671918036e-16,8.97868325638338e-17,1.27619113104304e-15,0.174768401564121,0.192323171795975,0.0454282204987765
9.11750183185496e-21,0.0938799149320342,0.200654840422499,0.0123437848863017,0.0403924094751654,0.0124901918044398,0.169151984578232,0.0609727628857534,0.182950248343389,0.175081813329366,0.0520820493428199
6.80798842752949e-21,0.0814894365228158,0.0793160715768536,1.10165620265206e-07,0.0141427420810761,0.0213687200152014,0.302822280417362,0.118012262120127,0.179683476908993,0.147663215578042,0.0555016846139085
0.00561010634252171,0.087530334132694,0.0613234796656686,0.00250078961395178,0.0179834370236285,0.00932200653666915,0.250086537970851,0.0812968785554797,0.230807736129506,0.188410080521596,0.0651286135074342
2.23593619240622e-11,0.0779345870075052,0.038179980578638,0.000719233074200578,0.013886751557202,0.0210174452664242,0.290273794638954,0.0825287310951403,0.207985895858977,0.207109473730301,0.0603641071702974
6.56008496239562e-05,0.0807418320778409,0.0301100535303374,0.0144608337886942,0.0146103813999796,0.0607072498950749,0.231606264138547,0.0789034055507763,0.210325639567046,0.215755270750778,0.0627134684513017
3.23110319567999e-29,0.0638353684646685,0.0192612678750264,1.68995219502693e-07,0.000874176185228162,0.0214150303682147,0.39587622902573,0.129155161022376,0.172964094792458,0.134303781862726,0.0623147214083529
0.000203485896624004,0.184220970562794,1.49401831921347e-09,0.116770425002192,0.00193034619160234,0.0125111059804199,1.86441977469095e-17,1.20633191394675e-18,0.284859536527464,0.280177330282665,0.119326798062221
0.00766922252666325,0.149940073838838,9.22151347902011e-05,0.0860230996301874,0.0185357223992387,1.89193765650858e-08,1.94934727924814e-17,1.55169475108487e-17,0.442137603475599,0.211760988400091,0.0838410556752158
0.0300874123483092,0.163464267812403,0.00748112951169776,0.0524939634822504,0.0446956323281241,4.81260700682716e-13,2.50518447400552e-34,1.23378893788723e-27,0.417823860886708,0.201094504178089,0.0828592294519374
0.000562455945901394,0.164278496962416,0.00257899842727194,0.0797997325299983,0.0257151738879774,7.87084590997629e-08,6.60063804441812e-19,1.72277145209498e-16,0.426287858205957,0.210167243013138,0.090609962318881
0.0232438734035143,0.0993872855647847,0.00852012032770321,0.127530743720123,0.055653896916031,0.0419988055105583,9.74013450140155e-11,7.29933760364738e-13,0.331052158802855,0.260994564856508,0.0516185507997908
6.65082327933538e-05,0.0963909336832739,0.0101613162437531,0.345875697799229,0.015046617469902,5.146285947015e-05,3.23033518703243e-17,5.43562764919635e-24,0.307096472640841,0.169946004805715,0.0553649862650231
0.0463295873393658,0.120703192424988,0.0488060437654816,0.0446666095981036,0.0184096556093662,2.02266914051756e-08,0.00132285897759209,0.000251726196274918,0.434547736947354,0.199053733971499,0.0859088349432825
0.00303676117500542,0.141756912869109,0.00169336717718922,0.0767134114932572,0.0223816539247996,8.26044055843923e-08,2.07565864739264e-11,2.53894016233631e-10,0.443788110154591,0.215726355550798,0.0949033447761947
9.80414003975938e-05,0.133154170944761,2.70958310147656e-11,0.113939642564826,0.00564557550502399,0.000243485119196271,3.83923400983373e-24,1.13539218747659e-24,0.440810889008466,0.213808064983821,0.092300130446413
0.0113327725746833,0.113691760248703,7.56606318033162e-05,0.0723754902516479,0.0165724883212279,0.00120837658937738,9.77950719597851e-05,3.80520410086666e-05,0.469329150489175,0.221875015335367,0.0934034384450475
2.37260069999799e-05,0.0969503551591101,0.0137799547010318,0.0721138481512932,0.0167720608580681,0.0517472883613558,0.0229422913597435,0.00949964279151085,0.440946954652862,0.189853042985195,0.0853708349728293
0.00351476298312497,0.0905968085039448,0.00823326774509141,0.149125229600717,0.0257186084581818,0.0358469166139784,0.00016335264410788,5.91193485236071e-05,0.412958482570526,0.196485258570742,0.077298192961062
0.00588309633255242,0.0900511897578393,0.0620504933878103,0.0860451668045923,0.0335629984194649,0.0235248273840247,0.0129696716253268,0.000539001956523089,0.38095661651874,0.233493371827116,0.0709235659860096
0.0142460957730363,0.087267704897969,0.0732282104817725,0.0507120088126486,0.0591787388736601,0.00858128163703323,0.00429560846389157,0.000210533259001926,0.370876011982231,0.264345902566545,0.0670579032522114
0.00248266665966695,0.0942222240045893,0.0493285395007317,0.0809036649694228,0.0336339852252574,0.0718742701328996,0.0596586266359479,0.0239880791955714,0.305205375802969,0.213517490546163,0.0651850773267808
7.08777007243313e-05,0.0828624365479825,0.0475701319124496,0.00283807745918788,0.0331202045856917,0.0255934693374948,0.203587512189028,0.100631543036068,0.255209268384493,0.188999914101692,0.0595165647451882
0.00833521077692618,0.113801561999413,0.0162007787183871,0.152909156713756,0.0524235600076914,0.0242067495967186,5.27058683394686e-13,1.89730410984105e-17,0.292670385229604,0.277750911416647,0.06170168554033
0.00147573978396796,0.10426327277449,0.0436367944045283,0.0405219075216798,0.0454232385421299,0.0344282039393578,0.0975337694410891,0.0312876137888331,0.281219641247065,0.254077328560712,0.0661324899961476
0.00316586501938031,0.106912249173285,0.18090321880733,0.0476382105550935,0.0653196274172284,0.0143534492960363,0.0316043318918422,0.00948664794049367,0.244879772697936,0.237769584659434,0.0579670425419405
0.00612151753596961,0.123271273107858,0.2581221275205,0.0738121089983534,0.0836741670992948,2.60663053716214e-06,1.73953832512207e-09,2.07438219508446e-09,0.199937990195726,0.207280159040062,0.047778046057778
0.00553586848381063,0.140194856986639,0.268096827524135,0.065269524809559,0.0921904073782991,7.61345590286342e-15,3.48791474851624e-20,8.46067835107526e-19,0.187486054583087,0.195828685133198,0.0453977751012642
0.00820186818266582,0.123022985325285,0.184711015362873,0.121418451914453,0.0519268341369486,0.0411309753127683,3.05804407209595e-07,1.42975982173275e-07,0.214674909272458,0.200206444638423,0.0547060670737366
1.93326392959455e-07,0.107684018797557,0.210084813535948,0.0622498590637972,0.037239318153434,0.0810270669822409,0.0445047373698453,0.0159121307151366,0.208301296449531,0.175356254850592,0.0576403107555254
8.36491508549946e-19,0.0792626213240163,0.070004889303423,2.89331755894562e-08,0.0196196138715349,0.00992566504148221,0.278890268602961,0.0924593815245008,0.201654803876477,0.191993026125756,0.0561897013966741
6.61908423128325e-10,0.0865727584070059,0.0517050834808822,0.0596331374294126,0.0128744774234424,0.058340741390502,0.206439961332843,0.0637303803912562,0.209170823086001,0.19105722185683,0.0604754145399163
7.28940360118651e-13,0.0798267673267609,0.0597748624507386,0.0503086770381488,0.0106090669237649,0.0290602015543487,0.255449650047273,0.0565440292748779,0.210188747144617,0.189587034756411,0.0586509634823297
3.28622236056065e-11,0.0759340951384149,0.0354483049640889,0.0369767364898748,0.00877381678492478,0.036213866820643,0.276565355477254,0.0844381012097958,0.197530712768074,0.188366620262917,0.0597523900511507
0.000583323982061133,0.087198188003349,0.0342040181665336,0.0238906240777351,0.015904838894643,0.0285277501102907,0.200922208067012,0.0616696616407556,0.256043479178508,0.219447073826326,0.0716088340527859
0.00742693581656121,0.159534822204916,0.000356786263980221,0.0881108801469887,0.0251675656909778,0.0127046489130454,2.1913582640317e-09,1.78259837482274e-10,0.300968114036327,0.303023652663725,0.102706591893861
0.000215057757328004,0.150919456993739,1.4999377378792e-14,0.178226584753773,8.69745886218089e-05,0.0255729265831263,5.06147029354903e-27,1.08850884812465e-26,0.394658341990285,0.168957833083559,0.0813628242495524
0.00190432373072946,0.140610738489861,3.13307068756693e-08,0.166010154838419,0.00178400048179284,0.0240250975517064,3.17860730401252e-19,2.03959939944676e-21,0.398289872963188,0.18997931292685,0.0773964676867467
2.04374772070805e-05,0.0968817038188043,0.059239864501513,0.21985787357705,0.0216215892365573,1.27897062045297e-05,4.6775822981051e-06,9.84371470420392e-10,0.338156792826086,0.205849743596985,0.0583545266929235
6.66220130940259e-05,0.103650380371737,1.6836595693523e-05,0.314815618143135,0.000902265451900181,0.0190410580475901,5.18592810478279e-06,1.07295625095853e-06,0.34899776321646,0.140919721059066,0.071583476216969
3.19165639653843e-19,0.147410521899994,4.56618114161805e-08,0.0476800289202192,0.00887697652670831,1.48345344533777e-19,2.66179227538303e-17,5.3043637247815e-17,0.468673760815423,0.229821343394682,0.0975373227811613
0.0203403709308047,0.128787266831444,7.01567344879815e-07,0.111502833921829,0.0110914588842237,0.000308644451670687,4.31298625857959e-15,7.12498955124613e-15,0.430205305146149,0.209027193880831,0.0887362243856913
2.52687872179227e-06,0.100256392988637,3.20325560148726e-10,0.331588127884788,0.00328575772865219,0.00279046964219191,1.15368678354542e-21,7.52431995285469e-23,0.335525130755773,0.156199012621305,0.0703525811796045
0.00814864509269938,0.101815165166697,0.0221142430869487,0.0723423158912157,0.0234042406929281,0.000518763581973194,0.0002725845193737,2.15684869317363e-05,0.475697707656937,0.207392768883147,0.088271996941148
0.00363053078425865,0.0904737691786885,0.0340942996233115,0.045145268271613,0.0303562058567536,0.00569493150245417,0.0343204775164221,0.0119265748208454,0.453520041579414,0.207589341207013,0.0832485596592257
0.000804925092367521,0.0927342590547319,0.0253072101796603,0.0831572334077362,0.0230802913985149,0.066036439467146,0.0120211164222427,0.00357147142723339,0.413986313755682,0.200563265881803,0.0787374739128811
0.000379704513314142,0.0950385404100177,0.0206009891454381,0.16388138743365,0.0257937909689637,0.0408376746128842,0.00161983256996495,0.000595808077746274,0.376830289364144,0.199799104190064,0.0746228787138129
0.00670413062831514,0.108866316171335,0.0808399366732221,0.0707374980208833,0.0531876021137744,4.44013399129977e-11,1.59969795371348e-15,8.75665155944189e-23,0.349923219308337,0.266601016824674,0.0631402802150561
2.96364207297197e-05,0.0943564985862027,0.0437356029453403,0.0922549650155297,0.0261282984408266,0.0514496906642731,0.0896868143045603,0.0314036865046283,0.306107741739911,0.198437308529317,0.0664097568486811
1.09556300878228e-05,0.0902230542708332,0.0361803210421886,0.15724322958546,0.0240690270781058,0.0470960011448152,0.0915771464889109,0.0442804180062133,0.270512657348664,0.17665651514491,0.0621506742598117
9.32749261885356e-12,0.0780134061994595,0.0475566310954369,1.18722561226511e-05,0.0225890265505371,0.0230767792914514,0.255677477428207,0.1123582476265,0.234895985070957,0.169586841124975,0.0562337333470244
0.0001087375685077,0.109057869857535,0.0618256948360176,0.147287511073042,0.0303850727628799,0.0954332595623778,0.00116713211203519,9.96978196223824e-05,0.276535806784052,0.215142604334269,0.0629566132896624
0.00388009130438692,0.114814863387292,0.247561733247434,0.0757957696259414,0.0688204728566967,0.00199520301038702,2.33735140573473e-05,1.19057726256069e-05,0.23018443513566,0.203901241446962,0.0530109106985567
0.00151399677137088,0.132097798840669,0.280149818741035,0.0590333813610234,0.0897916739755573,1.39916245662993e-13,7.45868101186178e-17,5.64551236455419e-16,0.195480093011516,0.196748650953378,0.0451845863453106
0.0277468404578466,0.117247446658738,0.181093671031221,0.11924781415785,0.0677258328659692,0.0146067165930868,1.38413911113473e-10,1.45209233948992e-10,0.212840219819219,0.208530841906564,0.0509606162258822
2.84403367361612e-05,0.129565358002012,0.28494354868667,0.042535870457083,0.0911467423150517,1.95190080929858e-19,9.09215679729763e-18,3.84313285321435e-18,0.191075966663071,0.217365308968676,0.0433387645706999
0.000336798722769047,0.0914978433189759,0.15059994875264,0.0375270333407149,0.0392580722323371,0.0263844460464055,0.138684686096429,0.0326999134287365,0.219533787801473,0.208436852307483,0.055040617952036
3.64837216445037e-05,0.0785770857604992,0.108980059393541,3.62526686594872e-06,0.0338021435606311,0.0143625391190584,0.226613513654545,0.0773428616755751,0.204608987853864,0.203128789367047,0.0525439106267295
4.00845366720384e-10,0.0755149939498147,0.0527220049330958,1.56335723042811e-07,0.0203808689409132,0.0142255571444527,0.284804299342688,0.101540464280341,0.199660021825224,0.194902381798039,0.0562492510488635
3.76639384845986e-09,0.0825546916484508,0.0630663743048036,0.0406808717337557,0.0139731125882065,0.0326015019368612,0.238947905755546,0.0579223372572878,0.216039133137954,0.194031688209569,0.0601823796611723
0.00284656138376644,0.0809178185939716,0.0534600897097312,0.0105603407556125,0.0123742107433868,0.0450835071037309,0.2499681299871,0.0709841968027432,0.214831192363942,0.197549441352915,0.0614245112031005
0.0155591386133391,0.102725252963994,0.0290558639938912,0.0100638896818029,0.0152583857473303,0.031295098053355,0.192076229432344,0.0714758080140257,0.233668925916224,0.222053255791652,0.0767681517920419
0.0119978799703865,0.167219616389733,0.000368852074405439,0.245442901015152,0.00894077452981595,0.104177065500073,2.54005533327363e-15,3.69373083685528e-15,0.213274828060113,0.169425740298767,0.0791523421615485
0.00478864121755404,0.136876499009517,3.50311232009967e-14,0.133356762291344,0.000304211625677325,0.0034943053442997,9.07694844417339e-23,3.61972742592615e-24,0.440255523338875,0.194289666417363,0.0866343907553351
0.00878403945598438,0.138245287305085,0.0087311735563189,0.100444933219915,0.025242443889229,0.00739013356013173,2.35235495647639e-09,3.10219946729177e-09,0.412154060195751,0.217618546029407,0.0813893773336234
0.00521709700780884,0.09581229266322,0.0846276202641463,0.0748886498982642,0.0332034718947375,0.000744299965651271,0.0356304143042174,0.000513154004740043,0.35741857822884,0.250155198829915,0.061789222938459
0.00626231095726104,0.0919586763292339,0.0799288072249648,0.138548280620981,0.0320855173212437,0.00345699484182442,0.000349500528015921,9.28249805740603e-08,0.352184849426939,0.237271971358392,0.0579529985661641
1.59358663108117e-05,0.1456392039036,8.6624555725027e-07,0.0658015112886359,0.0157498701278242,5.7536896406185e-18,9.63134593447125e-27,2.92310653222389e-26,0.451645233359841,0.227734423671154,0.0934129555370763
0.000293163173301555,0.0986995770323708,7.09721221563832e-13,0.341019400969195,0.00321280102491315,0.004553786308964,1.74596739277151e-26,1.56705521007474e-26,0.330085997583852,0.153438948865788,0.0686963250409059
6.60523945099412e-06,0.127338923660432,6.23160672602451e-07,0.0851236213019396,0.0111140937859464,3.23099160210492e-05,1.31788808180379e-09,1.51080965244658e-09,0.460545931025952,0.22093382682962,0.0949040622512679
0.00710010219369982,0.0938311117511026,0.0244252473972608,0.0678373377214704,0.02839870468214,0.00718647927588163,0.0155601790844421,0.00106299190222797,0.44988383277238,0.221409443250681,0.0833045699687136
0.00175271326340588,0.0923855173599847,0.0275075621903436,0.0897089032903527,0.0254525525700434,0.0570497543115487,0.0177332188946565,0.00480657684853697,0.403351822792589,0.203007001179824,0.0772443772987141
0.0254837973683615,0.0975447399019098,0.0311271341858005,0.0956068566427063,0.0275934157786239,0.0353950628478313,0.000146141410568702,4.549533085811e-06,0.397870848359169,0.213042738292185,0.0761847156797585
0.00061954493348487,0.10194907885781,0.0247477628936525,0.153492140008678,0.031445717297846,0.028665469535324,2.22891468118955e-05,7.52192036891603e-07,0.363485239282859,0.222233037741099,0.0733389681103974
0.004843759612509,0.0820462422643312,0.0458986144901884,0.0203851568818308,0.0384054709680118,0.0288888640501417,0.153264507701412,0.0676155856120877,0.288079639067758,0.208921598385422,0.0616505609663075
0.00248405970323582,0.0843035153079576,0.0391489748013296,0.0201118471410589,0.0298538643182845,0.0501386240677899,0.165281215312059,0.0835993569738027,0.275052317842492,0.187972168961316,0.0620540555706742
2.27257568799865e-10,0.101939194916587,0.0416260827175211,0.121850925856308,0.0267325839813939,0.015402929287127,0.0881617125830199,0.0264372244740959,0.300019081377477,0.20873346764286,0.069096796936353
0.0103181435549959,0.122633916659696,0.00548845777384795,0.156634564017964,0.0453906394541602,0.0321817214780682,4.77380687841115e-14,1.42875444074997e-15,0.307074806481585,0.25050796531556,0.0697697852640723
0.0076557321569946,0.0970862556414552,0.041382600237538,0.0866210852398567,0.0431622539388415,0.0629723592768051,0.0754808781878813,0.027443012214217,0.263968078370366,0.230756776226104,0.0634709685099403
0.000371769537371178,0.112502219361078,0.163556201307768,0.175804349529111,0.0564538109192516,7.07874236587913e-05,1.20075162600854e-11,4.46067055915364e-13,0.234474134292255,0.203994752975119,0.0527719746419341
0.00101903309043125,0.120197427178194,0.279231916594502,0.0382575009191016,0.0811141102016386,7.1183138117852e-11,4.26146635295706e-09,1.36671600135717e-09,0.217116166255733,0.213536876760675,0.0495269633003593
0.00501188219303483,0.116560200040881,0.23169995234325,0.121760683059578,0.0657014464454097,0.00179147733805679,3.31219331740976e-11,2.95297628098585e-12,0.20911284481073,0.200032530342056,0.0483289833909283
0.000460081038370585,0.100255903084394,0.244935008664641,0.0278945728630293,0.0575008226743531,0.00131211634153795,0.0687530479126331,0.0150761449722046,0.219979452192628,0.210081396573122,0.0537514536830859
0.00400864881791666,0.0920199973544062,0.105073097474831,0.0444993188633582,0.0418183670014922,0.0669692070208847,0.112418258050812,0.029523004225496,0.22090668686486,0.225580795677379,0.0571826186485639
0.00464390728566331,0.0857937242040491,0.0539732125831041,0.0332477385304219,0.0413515524275844,0.038971212207408,0.158627727361821,0.0403121217369047,0.232414221494974,0.250618376705406,0.0600462054626637
5.07830677417529e-06,0.0884497026140511,0.0920656824486969,0.0581257022544988,0.0269998705472761,0.0321565646997619,0.159250113451015,0.0281390392733037,0.229290216538006,0.225840901076877,0.0596771287897403
2.77427397557103e-11,0.0769640828952245,0.0607265500106789,0.00145723250374684,0.017107349720618,0.0225856599266282,0.276113378455729,0.0783059217442775,0.20816430290951,0.200778392579517,0.0577971292263266
2.10215063551121e-05,0.0923392134155051,0.0384643941168044,0.0541333840753808,0.0162407496226385,0.0611605840832167,0.143733220969569,0.0256050130262008,0.272017703992581,0.224382257227426,0.071902457964322
0.0878993178849551,0.0880114305184762,1.37003378107569e-16,0.144435281496506,0.0670368075499876,0.074439116285374,1.28561806008554e-23,2.01112587813356e-19,0.167451388191171,0.321874433904836,0.0488522241686932
0.0147689728124218,0.130982388622212,0.043989780960873,0.124573988077778,0.0310084350692324,0.0600479379879634,0.000489645986394713,0.000287715465757226,0.265671347308101,0.244862479435712,0.0833173082735549
0.00719574760213235,0.155518638007708,0.00100512969627867,0.0674749545267016,0.0331692053692575,1.04684166435184e-07,2.44605344486171e-19,5.47594568530716e-17,0.416708322895376,0.236863108516763,0.0820647887016166
0.0021230530996516,0.151221187246429,6.67023596984377e-06,0.0905883825777763,0.0108069825320862,4.60292507505723e-07,9.54457117261131e-18,8.11909469336158e-18,0.433020861226,0.227088278718802,0.0851441240707771
0.00842138672866747,0.134046891749805,5.60274470743081e-08,0.111994822153707,0.00375795724714365,7.60870996413278e-05,2.51732272200483e-14,1.04147785773698e-15,0.447188827565613,0.208466136989621,0.0860478344383294
0.0103166780831356,0.098499094881737,0.0798498296412703,0.121705737644982,0.0303232000767461,0.00282720039518848,0.000701766639888121,8.18170026006029e-07,0.358743197633953,0.236750451702713,0.0602820251303603
0.000112503793142816,0.0954486044900144,1.41780879025388e-10,0.41648395073178,0.000278159378657485,0.0337592004690489,1.06867468050801e-30,5.6420416074491e-37,0.277599620027921,0.123096803970536,0.0532211569971182
0.00870614205175641,0.124226259193735,7.46669168511968e-13,0.129014672232092,0.00854034165858242,0.003715162820461,8.59366098677622e-23,6.17163596879102e-22,0.42481418124606,0.214630480417153,0.0863527603794127
0.03744592863524,0.112687357952779,0.0012337419451253,0.0897546987702482,0.0223026714850204,8.53697829609116e-05,1.35627340491132e-10,2.45013650838316e-11,0.440861144055267,0.209197189297336,0.0864318979158943
2.29033176488048e-09,0.0837394558954829,0.0475223448628813,0.0393990036464727,0.0195137281343133,0.00491111917641953,0.10132939608724,0.0274545795564654,0.415992578282822,0.183544110325985,0.076593681741586
0.00300798948152907,0.0941836401703662,0.00327739295239211,0.200355358796575,0.0228785988098708,0.0570158776841988,3.73140460964454e-07,6.83178884587468e-08,0.360546445370984,0.188816254669681,0.0699180006060545
0.000298999880977249,0.0930731879202531,0.0354406232351973,0.192136860906273,0.0272621025777226,0.0283262947744534,6.46068684100314e-06,1.94581892217998e-08,0.348316164055333,0.208158939324101,0.0669803471806591
0.0139917146736396,0.10353297084174,0.0704637804101727,0.117502691283741,0.0419786580684971,0.00720692199453572,7.23703970917875e-10,3.13512676878917e-13,0.346336104857999,0.232887233849111,0.0660999232965466
0.0045800704849727,0.0812361426742423,0.0853381082891518,0.0197971938401306,0.0398075273607931,0.020155407696559,0.151701703576927,0.0559303578667503,0.280795864369681,0.202201595641643,0.0584560281991491
0.00981902322455406,0.0904818158573423,0.0948762632277483,0.0384280024822646,0.0376322820675158,0.0228432268164144,0.114094139680235,0.0338537333421125,0.288159241118544,0.207781664159707,0.0620306080235612
1.99522656308961e-06,0.0778445981647979,0.0498039405353581,0.000405968084951771,0.0248975928699756,0.0321707530579463,0.236015027954161,0.117355414327686,0.240550593192132,0.163825601370085,0.057128515216344
0.00113532890647408,0.0859837245848223,0.0374319404191731,0.0532237925872297,0.0324826698198854,0.0692487996938227,0.146509237109519,0.0747443268349404,0.250089412942426,0.18925352195417,0.0598972451475371
0.0130177246425046,0.103828846835446,0.124302978729244,0.104272163115978,0.054625660983294,0.0344089105247785,0.00844518826214308,0.00399914002476739,0.266595020144059,0.225063614245387,0.061440752492398
0.00133657603516092,0.10891787105926,0.260516044423178,0.0769295372339627,0.0674823944712699,0.000138080433831553,2.62099771739342e-06,1.52919209934146e-07,0.228540623035673,0.206553688540599,0.0495824108501382
0.00410717385309085,0.130910769802088,0.242271934455677,0.0704163288607947,0.0864177903639304,1.49309344587018e-12,4.18983562195003e-19,1.09393096108441e-17,0.206423324017329,0.208858903406266,0.050593775239331
0.0223934315214309,0.111931790665557,0.202217475889689,0.0752407711973244,0.0621957359555364,0.00653190370523713,0.000260440266907776,5.97689699583174e-05,0.235294168464822,0.226009484508173,0.0578650288553643
2.6339715178755e-13,0.090365822340753,0.217387854151944,0.0158168622145879,0.0481084396680348,0.00437649708851132,0.138149030759499,0.0399358315856158,0.203710047641011,0.191198127281322,0.0509514872684581
2.7825686400307e-11,0.0808799220137803,0.0970730982256902,0.00902758660774939,0.0264858412589241,0.0154052861958981,0.238961171347844,0.0762371722620066,0.208090064072812,0.192881609888292,0.0549582480991787
4.8062465170759e-14,0.0766045377591564,0.0782214729365749,0.0358630660557557,0.0203493166664766,0.018183742490233,0.250205977193523,0.0763489159109345,0.202811266822485,0.187169304716511,0.0542423994483024
1.71129783418484e-09,0.0776062369034981,0.0574247964531807,0.0139581289496544,0.023998545851732,0.0234678221398348,0.249829924791696,0.0768192488499064,0.208021720993903,0.211655409230072,0.0572181641252249
5.73301738300726e-05,0.087062121505577,0.0563769915155112,0.107825441985916,0.0203787099889563,0.0486967180514302,0.152468331194139,0.0284319601745408,0.220958505659819,0.216488936083348,0.0612549536669312
0.00115199799866158,0.081027778990264,0.0416103260463037,0.0391944932055629,0.0242115033732111,0.0595262623610741,0.192916738046925,0.0600477753732016,0.218490554313461,0.220982611934242,0.0608399583570941
0.0129996724381393,0.14483679543174,0.0130616673855751,0.0720725862067226,0.0328516163026331,0.0515652691938686,0.000166065411753127,9.93890027454397e-05,0.287108849695337,0.291178156172972,0.0940599327585144
0.0120930525002649,0.117117886100318,7.13592885493439e-07,0.214345466533861,0.00464489832383784,0.22387267614629,2.56215725389015e-08,8.0160950592873e-08,0.157511833843685,0.204943046439506,0.0654703207368282
0.00237876803783983,0.143412813772233,1.42055527651293e-07,0.168273740913924,0.00777569830166585,0.0241329053735801,1.04794678768248e-25,1.71712416581454e-24,0.391168878386759,0.188325999580846,0.0745310535776246
0.0100499052809934,0.124380603001513,0.0217619072921871,0.0753695119521231,0.0288412244759699,0.0012766274272249,0.000956956833200615,0.000258371274619599,0.412384714264213,0.248342056241436,0.0763781219565196
0.0192511555852954,0.102655503858607,0.0411839843941052,0.151217272277565,0.0371877555442211,0.00574783809680408,4.7634406623928e-17,8.83906285500855e-26,0.347874942394708,0.240737653465224,0.0541438943834701
6.50327856130984e-05,0.0866690240373377,3.78066950795484e-22,0.473225989962007,1.16021240527121e-06,0.0382005198741449,2.46022819208216e-38,2.31807940031794e-39,0.251739464253178,0.0977529153662902,0.0523458935090237
3.42747293281789e-07,0.137186455376299,4.41429160897065e-09,0.0966827455387363,0.00912211820732099,1.59993100085981e-06,2.92962119122247e-19,3.54732488569602e-19,0.443650100619406,0.222502007296877,0.0908546258687746
0.00728524548965006,0.131504644544669,0.0334224117303335,0.0879393820787272,0.0334973799367075,0.00048877327943568,2.69319457322534e-10,1.63241487080038e-08,0.410288335488622,0.210524994651931,0.085048816206456
