"","Astro","Endo","Excitatory L2/3","Excitatory L4","Excitatory L5","Excitatory L6","Inhibitory Other","Inhibitory Pvalb","Inhibitory Sst","Inhibitory Vip","Micro","Neuron Other","Olig","Other","Smc"
"3x1",0.202870942676996,0,0.239039749900334,0,0,0,0,0.0909650711863308,0,0.0238881141746764,0,0,0.427495996480395,0,0.0157401255812672
"3x2",0.0597458876614888,0,0.14183002069445,0,0,0,0,0.00269337470068239,0,0.0268986674635066,0,0,0.763596169384643,0,0.00523588009522929
"3x3",0.00102268783091632,0,0.121161534106069,0,0,0,0.039181233118153,0.0339013673639785,0,0,0,0,0.795607241111163,0,0.0091259364697199
"3x4",0.181453059920812,0,0.466557277034163,0,0.0134952243630128,0.0210402800279681,0.017383275291409,0.0415785940370765,0.0323239039847324,0.010072172955078,0,0.00743370903746198,0.202752877447807,0,0.00590962590047975
"3x5",0.240265443784202,0,0.658897361841114,0,0,0,0,0.0365450864906989,0,0.0341045686664568,0,0.0201358462038864,0.0100516930136423,0,0
"3x6",0.203336443743195,0,0.622772677330546,0,0.0166690179912914,0.000257465507114781,0,0.0564348085943551,0,0.0355892790680098,0,0.0193601832513335,0.0455801245141536,0,0
"3x7",0.215651343362166,0,0.497708802066791,0,0.0335957177201276,0,0,0.104673451622787,0,0.0141069139732811,0,0.0126135782090739,0.109714991776036,0,0.0119352012697375
"3x8",0.149240068065001,0,0.480814060561142,0,0.042828812586638,0,0,0.102120596203559,0,0.0388415641420967,0,0.00309845076061417,0.178679550891656,0,0.00437689678929195
"3x9",0.239592444517472,0,0.665791393866831,0,0,0,0,0.0834138176644382,0,0.0112023439512587,0,0,0,0,0
"3x10",0.213263146467536,0,0.597749508444975,0,0,0,0,0.0348651232059965,0,0.052450432302977,0,0,0.101671789578515,0,0
"3x11",0.261090817769981,0,0.618375602267667,0,0,0,0,0.0553273514632248,0,0.0399877266930362,0.0121073110389,0.000763587137782717,0.00973751121069802,0,0.00261009241871028
"3x12",0.235969262332796,0,0.668781640143886,0,0,0,0,0.00717167009221634,0,0.0410116895015202,0,0.00163600434845903,0.0454297335811219,0,0
"3x13",0.228685237521593,0,0.670366571930512,0,0,0,0,0.0289027865266643,0,0.0229788665947484,0,0,0.0343394228938946,0,0.0147271145325883
"3x14",0.235308771041202,0,0.668475775924769,0,0,0,0,0.0175888144832729,0,0.0707576900861393,0,0.00390922935459408,0.0012968579479331,0,0.0026628611620902
"3x15",0.23255091803888,0,0.56822773035107,0,0,0,0,0.0823305191244351,0,0.0569916084339859,0,0,0.0539099505729663,0,0.00598927347866276
"3x16",0.181796106724877,0,0.798215334799793,0,0,0,0,0,0,0.0105230359630004,0,0.00262931275706521,0.00683620975526442,0,0
"3x17",0.323897831910297,0,0.411533049359599,0,0,0,0.0264723752130803,0.084332985805472,0,0.0649922406362742,0,0.0320372399226136,0.0525638823520593,0,0.00417039480060403
"3x18",0.394843921118741,0,0.111128917979494,0,0,0,0,0.0172137440232062,0,0.0461308152822883,0,0,0.423349740763822,0,0.00733286083244807
"4x0",0.162144270118319,0,0.623518858346135,0,0.0904920765263095,0,0,0.0278669500641958,0,0.0512776412046545,0,0.0347946554862378,0.00887032547989786,0,0.0010352227742513
"4x1",0.388974084196545,0,0.319228307614915,0,0,0,0,0.0901324996528597,0.0223103041930486,0.0495090238354148,0,0,0.121755704840846,0,0.00809007566637112
"4x2",0.157511198876164,0.0049158705770207,0.17560010088308,0,0,0,0,0.0231497882636037,0.038797522994716,0,0,0,0.597028578082274,0,0.00299694032314129
"4x3",0.139255611007951,0,0.185636705249649,0,0,0,0.0518820629456929,0,0.00127353752379801,0.00960487725612814,0,0,0.610137230390781,0,0.00220997562599876
"4x4",0.199179841235062,0,0.604044558015266,0,0.0292362462883611,0,0,0.0544605759493742,0,0.047097732956493,0.00289106596339637,0,0.0520128874254948,0,0.0110770921665526
"4x5",0.198529797777907,0,0.557861612885629,0,0.0607509053008138,0.0089871076594383,0,0.0489106006946525,0,0.0466503775687803,0,0.0256495214598843,0.0460575637441556,0,0.00660251290873991
"4x6",0.252331158628664,0,0.443036669905223,0,0,0,0,0.227621235137697,0,0.0353033243743808,0,0.0144205197619616,0.0207367130606669,0,0.00655037913140752
"4x7",0.261051603767509,0,0.434070806395028,0,0,0,0,0.22580815103838,0,0.0398927830607073,0,0,0.0303591348357272,0,0.00881752090264908
"4x8",0.291739015912009,0,0.536602845828625,0,0.0276507275263466,0,0,0.0963217488735162,0,0.0257682647180415,0,0.00759161831234144,0.00857633363276697,0,0.00574944519635314
"4x9",0.235613583362584,0,0.480812694640609,0,0,0,0,0.0768472644384697,0,0.0326960095874944,0,0.0190444802504799,0.154985967720362,0,0
"4x10",0.216709172862589,0,0.526556241171406,0,0,0,0,0.0422868633224622,0.0923403873441481,0.0316758539580803,0,0.00128476893890165,0.0870542122508334,0,0.00209250015157875
"4x11",0.25675910952925,0,0.663495449570109,0,0,0,0,0.020400453857045,0,0.0270324436713677,0.00685637607666001,0,0.0160278007247089,0,0.00942836657085896
"4x12",0.227783339287176,0,0.697988501047239,0,0,0,0,0.0529667768633707,0,0.00609116936984809,0,0,0.00417176428199411,0,0.0109984491503723
"4x13",0.180287036873,0,0.675566769733598,0,0,0,0,0.0107415081648715,0,0,0,0,0.125929232822204,0,0.00747545240632588
"4x14",0.214450938266312,0,0.740143918710622,0,0,0,0,0,0,0.00322432016466324,0.0233577240071443,0.0098399325252498,0.00172302566724019,0,0.00726014065876823
"4x15",0.215381361822097,0,0.556831492363793,0,0,0,0,0.0663905237008128,0,0.048128585973129,0.0447589065204061,0.0305232813683385,0.0173588733072826,0,0.0206269749441406
"4x16",0.275902602047974,0,0.644509800642943,0,0,0,0,0.0198260087359001,0,0.0377326190185472,0,0.00357907753164232,0.00901736165978779,0,0.00943253036320617
"4x17",0.388995292867302,0,0.369593108051283,0,0,0,0,0.103528786629543,0,0.0420947473415704,0.0353532533845183,0.00541197853942874,0.0543518920851151,0,0.000670941101240136
"4x18",0.110034006769697,0,0.183274437801841,0,0,0,0,0.000245504862214086,0,0,0,0,0.686479125113118,0,0.01996692545313
"5x0",0.186397139093161,0,0.480373357014553,0,0,0,0,0.0838969110698471,0,0.0777911924977218,0,0.0374597223728343,0.133002122714379,0,0.00107955523750429
"5x1",0.235849706107307,0.00560187527035885,0.191459235777194,0,0,0,0,0.0455016196715831,0,0,0,0,0.512555265556575,0,0.00903229761698173
"5x2",0.177285219402655,0,0.118373779706719,0,0,0,0,0.0378891097934585,0,0.00314876469326129,0,0,0.661743529510106,0,0.00155959689380022
"5x3",0.130837066782429,0,0.340932149955759,0,0,0,0,0.0327987723739508,0,0.00160423353760832,0,0.0173195711575185,0.473604749357445,0,0.00290345683528916
"5x4",0.14594101155539,0,0.543539659866977,0,0,0,0,0.0382660477784357,0,0.0280903803080784,0,0.00877770968067125,0.229456249548195,0,0.00592894126225307
"5x5",0.197839186671655,0,0.470446780233115,0,0,0,0,0.193982911348852,0,0.0250685276293207,0,0.0323435695164908,0.0778261834536279,0,0.00249284114693825
"5x6",0.174130043541185,0,0.561586551693708,0,0.0131674565235388,0,0,0.092301153575496,0,0.0270853620962955,0,0.010190213990644,0.120836959075202,0,0.000702259503930448
"5x7",0.228448921831353,0,0.301268667013234,0,0,0,0.202783081837354,0,0.0986398906345592,0.000556832005949755,0,0.0124135462056994,0.14782663732005,0,0.00806242315180179
"5x8",0.252604054560291,0,0.497661044083631,0,0.0296833018486612,0,0,0.144184006159359,0,0.0403301269324607,0,0.0232106445887592,0.00489346421297013,0,0.00743335761386747
"5x9",0.195462159758253,0,0.481936760495947,0,0,0,0,0.206373680831908,0,0.0229011934496538,0,0,0.0918958637388065,0,0.00143034172543138
"5x10",0.255574334988366,0,0.549135545748653,0,0,0,0,0.125656051382929,0,0.0480131918896452,0,0.0111729698942542,0.00622608749357118,0,0.0042218186025813
"5x11",0.227728038920888,0,0.571269738838301,0,0,0,0.122953821758275,0.0483774143306844,0.00524343430622667,0,0.00657049117821453,0,0.00510677234293338,0,0.0127502883244763
"5x12",0.209703176184392,0,0.58955165231589,0,0,0,0.0915784260588696,0,0.0864540239213238,0,0.00732568614746637,0,0.00783367742736318,0,0.00755335794469497
"5x13",0.25754874994405,0,0.609602332505306,0,0,0,0.0364148921422537,0.0400151848734332,0,0.0400514586613163,0,0.00384744571755849,0.00461560944440415,0,0.00790432671167737
"5x14",0.176392891120557,0.00147226847178382,0.685090804562076,0,0,0,0.0253756198378664,0.0288860652658077,0,0.0371128979558623,0.0210558527548699,0,0.0159901670238952,0,0.00862343300728246
"5x15",0.171018886487031,0,0.696487078555203,0,0,0,0,0,0,0.0650217201820289,0.0161274848521135,0.00770841329826561,0.0421527857908166,0,0.00148363083454129
"5x16",0.153693515939256,0,0.69782870115917,0,0,0,0,0.0216735121314675,0,0.0448681496252415,0.031508906413313,0.0179588754012328,0.0294092940592686,0,0.00305904527105113
"5x17",0.407922867205459,0.0668039362533573,0.414884887924215,0,0,0,0,0.0245250266347973,0,0.0404647908974027,0,0.00573942271701229,0.0262997317189212,0.000458687507090709,0.0129006491417444
"6x0",0.245547414386141,0.0213694597903916,0.360845395280348,0,0,0,0.0444164640669381,0.258958694970271,0,0.00552908159950348,0.019302453929979,0.0111818599757203,0.0144473016215508,0.0135833397619277,0.00481853461722876
"6x1",0.393007990224552,0,0.121063369697936,0,0,0,0,0,0.225210697592753,0,0,0,0.252873102584591,0,0.00784483990016752
"6x2",0.0459108947413344,0,0.122847440922241,0,0,0,0,0.0276542834693017,0,0.000434144833889893,0,0,0.803153236033233,0,0
"6x3",0.129295536459203,0.00188645359168067,0.502589512374515,0,0,0.122698957943013,0,0.00700811242849668,0,0.00995435707139043,0,0.007224785843198,0.218863892828753,0,0.000478391459750463
"6x4",0.146834877845559,0,0.580817200491126,0,0.0290063480417687,0.0431608547210164,0,0.0200905395574333,0,0.00528573854840082,0,0.0173989787012592,0.141907349642589,0,0.0154981124508477
"6x5",0.196422430920483,0,0.633163467931779,0,0.0707561619711945,0.0181948045752011,0,0.0290239840988128,0,0.0213222331291079,0,0.00962998345364949,0.0155342913461331,0,0.00595264257363927
"6x6",0.175355670752072,0,0.616749391869892,0,0,0.0505826782280206,0,0.0664899171540923,0,0.0304185605292349,0,0.0023389754001265,0.0525148995459705,0,0.00554990652059112
"6x7",0.248705813093475,0,0.440603848002274,0,0,0,0,0.122234874505071,0.0231775984240613,0.0433531624179738,0,0,0.121924703557146,0,0
"6x8",0.201950134265947,0,0.525455782273101,0,0,0,0.00214795595306635,0.171879448197283,0,0.0215280276586195,0,0.0107115763566873,0.0654007289386995,0,0.00092634635659723
"6x9",0.207932881990391,0,0.66521185756725,0,0.0181185308940952,0,0,0.0377156992322859,0,0.0373176101930846,0.0137709199829559,0.00523393474310876,0.0134384305090634,0,0.00126013488776553
"6x10",0.309301669575233,0,0.544763232417906,0,0,0,0,0.0492143959730119,0,0.0299939385689844,0,0.0060138133106265,0.0607129501542381,0,0
"6x11",0.224848693073037,0,0.519772751186095,0,0,0,0,0.0526488646286901,0.0247688019780043,0.0299237136318572,0,0,0.148037175502317,0,0
"6x12",0.214949866569581,0,0.771134427637408,0,0,0,0,2.21265590614374e-05,0,0,0,0,0.0113355213224628,0,0.00255805791148623
"6x13",0.145302959748559,0,0.63103241581061,0,0,0,0,0.0662417782837705,0,0.030417932622886,0,0,0.12596625031549,0,0.00103866321868421
"6x14",0.23714861459081,0,0.571897935715404,0,0,0,0,0.149074193016811,0,0.0241013094580555,0,0.00624215097563516,0.00432439154685737,0,0.00721140469642686
"6x15",0.255960576624625,0,0.611087577412512,0,0,0,0,0,0.0874499509490915,0,0,0.0225978043869611,0.0185410447077065,0,0.00436304591910336
"6x16",0.215733415206837,0,0.617482749055301,0,0,0,0.131557081091126,0,0.00638615227518563,0.00994183726269147,0.00149359243346343,0.0080785846424251,0.00605010849874195,0,0.00327647953422813
"6x17",0.156854916463726,0.0601122511799232,0.3009704046464,0,0,0,0,0.132084001208676,0,0.147358050219498,0.166062413869791,0.0128857709647766,0.0107562532066513,0.0129159382405577,0
"6x18",0.181610467934996,0,0.238822508799856,0,0,0,0.399519095774753,0.105949121463423,0,0.000504221401812671,0,0.039994572315541,0.0107599038464607,0,0.0228401084631577
"7x0",0.231087452015689,0,0.323628543585751,0,0,0,0,0,0.333626479934842,0,0,0,0.109999557106667,0,0.00165796735705193
"7x1",0.215875578316677,0,0.280939429480395,0,0,0,0.0372732899533957,0.034695403025666,0.0977959690491232,0.0579137487417846,0,0,0.271221686025132,0,0.00428489540782712
"7x2",0,0,0.0770893869350782,0,0,0,0,0.0100149232854548,0,0,0,0,0.912119684101569,0,0.00077600567789838
"7x3",0.229843496474412,0.00791597040629601,0.492139936350521,0,0,0,0,0.0242954381007344,0,0.0234770070334101,0,0.00847814314603702,0.201855381424144,0,0.0119946270644442
"7x4",0.184456652372029,0,0.620724234142173,0,0,0,0,0.126071089614997,0,0.021363761760042,0,0.0167148453016421,0.0258943410725229,0,0.00477507573659457
"7x5",0.164620357213972,0,0.632035868090516,0,0.0419989520834413,0,0,0.0941638530664353,0,0,0,0.0306123535607455,0.0262955104727118,0,0.0102731055121785
"7x6",0.223956086718904,0,0.654467433655377,0,0,0,0,0.0512624275736881,0,0.0371954879110167,0,0,0.0314460791969996,0,0.00167248494401485
"7x7",0.232194011003602,0,0.559240643975776,0,0,0,0,0.160565234372912,0,0,0,0.010600228465427,0.0373998821822828,0,0
"7x8",0.196716838349007,0,0.51689838433568,0,0,0,0,0.150690968395828,0,0.0478729059587861,0,7.6679464355017e-05,0.0828971928361319,0,0.00484703066021192
"7x9",0.212784557476396,0,0.655900026730649,0,0,0,0,0.105460473132401,0,0.0255801572911421,0,0,0.00027478536941191,0,0
"7x10",0.268728270061681,0.00293858360645711,0.56958005057371,0,0,0,0,0.0822081794632674,0,0,0,0.0146367384870584,0.0581696785715862,0,0.00373849923623977
"7x11",0.260695838914283,0,0.695139061882596,0,0,0,0,0.0114462171679718,0,0.0145887737600879,0,0,0.0171301920307565,0,0.000999916244304441
"7x12",0.293564393814855,0,0.637078742947403,0,0,0,0,0.0287043792162555,0,0.0053041583815986,0,0,0.0279264788693387,0,0.00742184677054932
"7x13",0.234174839451104,0,0.731935039903863,0,0,0,0,0,0,0.00958976999903047,0,0,0.0170488128534597,0,0.00725153779254317
"7x14",0.213573026885527,0,0.729567965423733,0,0,0,0,0.00752372587084089,0,0.0288633996730342,0,0,0.0153834014093018,0,0.00508848073756354
"7x15",0.258580834438161,0,0.660610932776927,0,0,0,0,0.0276724953550965,0,0.0249244009601159,0,0.00866883052439066,0.0137792874155056,0,0.00576321852980304
"7x16",0.22612872125099,0,0.699355057231938,0,0,0,0,0,0,0.0168270474951176,0,0.0265783272258203,0.0175873446394661,0,0.0135235021566679
"7x17",0.460253187588171,0.0486088398608259,0.361794554863089,0,0,0.00129298242140287,0,0,0.0492134806702704,0,0.0463077314734779,0,0.00502413911068547,0.000756258781468987,0.026748825230608
"7x18",0.315248220348971,0,0.187148029632483,0,0,0,0,0.126977918836499,0,0.0207923518366566,0,0,0.0381449109536359,0.287582772301642,0.0241057960901123
"8x0",0.233321354627597,0,0.224707288911369,0,0,0,0,0.0455418020727046,0.030121003620266,0.00235090464057891,0,0,0.45752976310201,0,0.00642788302547422
"8x1",0.208655017317138,0,0.171089264860553,0,0,0,0,0.0417234796256296,0,0.0139568764836435,0,0,0.56200922572945,0,0.00256613598358608
"8x2",0.0275663352098141,0,0.138222265508599,0,0,0,0,0.0274331960856879,0,0,0,0,0.806778203195899,0,0
"8x3",0.176913555183194,0,0.553059450871513,0,0,0,0,0.0415188494281946,0,0.00538418555127049,0,0.0324203367383508,0.186023437058499,0,0.00468018516897792
"8x4",0.185655373675809,0,0.615425865868623,0,0,0,0.0287648031568076,0.0732720251586041,0.0347158513924857,0.0373688424410243,0,0.0181306912104508,0.00274366461338264,0,0.00392288248281271
"8x5",0.178589262822041,0,0.68212677089749,0,0.045559305458065,0,0,0.0336670778475827,0,0.0184882158177021,0,0.0253489626830751,0.0131400324112001,0,0.00308037206284363
"8x6",0.223619780746225,0,0.451474237231352,0,0,0,0,0.257781471459592,0,0.0325142850219999,0,0.00683184040261386,0.0275365678759086,0,0.000241817262308734
"8x7",0.369257303982075,0.00987823012199708,0.467330706781916,0,0.0256572946084774,0,0,0.0571676358600828,0,0.0304816277825523,0,0,0.0362682437963822,0,0.00395895706651672
"8x8",0.262987444170397,0,0.536126232850642,0,0,0,0,0.11752304167659,0.0332543439918109,0.0442989061714516,0,0,0,0,0.00581003113910862
"8x9",0.193584066085779,0,0.620903574269978,0,0,0,0,0.108122222769863,0.00298306157821903,0.0480342125677658,0,0,0.0263728627283952,0,0
"8x10",0.259772623476093,0,0.668751915098606,0,0,0,0,0.0215404392571587,0,0.0419028017392315,0.0030055555491219,0.00294728687081905,0.00207937800896926,0,0
"8x11",0.279214472577074,0,0.570381435313174,0,0,0,0,0.0306932175616712,0.00691195177720066,0.0355305926365875,0,0.00148510772735373,0.0719262653003999,0,0.00385695710653893
"8x12",0.274507961459637,0,0.694643599443636,0,0,0,0,0.00652127264826321,0,0.0189417705589025,0,0,0.00363796809054602,0,0.00174742779901522
"8x13",0.281518578055274,0,0.689866077218244,0,0,0,0,0.00505976707850448,0,0.0128371992171058,0,0,0.0025981436960708,0,0.00812023473480036
"8x14",0.217693254941903,0,0.691170335606634,0,0,0,0.00152742567774462,0,0.0520773111228508,0.0275014015821721,0,0,0.00424233983686542,0,0.00578793123183077
"8x15",0.191063988318739,0.0144489888248295,0.660805247745822,0,0,0,0,0.0859448543587049,0,0.0202250177578042,0,0.00238415504300379,0.0145312129422373,0,0.0105965350088589
"8x16",0.221858272967367,0,0.757646556285967,0,0,0,0,0,0,0,0,0.0186981793370331,0.00114025924548138,0,0.000656732164151965
"8x17",0.351814910343717,0.032351434763498,0.335733426179897,0,0,0,0,0.0971034405272748,0,0.0922222365131766,0.0535665580697641,0.0169513319641031,0.00309686678768992,0,0.01715979485088
"8x18",0.157112189006718,0,0.197580032952338,0,0,0,0,0.130737902547318,0,0.0241936336330958,0,0,0.0587970099715451,0.415220782059254,0.0163584498297318
