,GC,PGC,OSNs,M/TC,EPL-IN
10x20,0.10076781039109792,0.33806522388123394,0.39042762229846,0.16819051357965842,0.002548829849549722
10x19,0.2765923009148072,0.008837047842502844,0.4532355483799957,0.24169612525015202,0.019638977612542262
9x19,0.11525019920273881,0.11198238215480302,0.41632539685831743,0.10395448103556784,0.2524875407485729
9x20,0.20443434146762365,0.12356018576073056,0.44230792565159965,0.2264480389508136,0.0032495081692325407
10x18,0.19961634212092738,0.13572080020473057,0.44266339532032384,0.21900762951880537,0.0029918328352128406
9x18,0.23816512644758453,0.008019479009926746,0.5465825308779106,0.20620662304685755,0.0010262406177204933
9x21,0.11923969578950241,0.17205199809678778,0.20124838822161228,0.10996965886640667,0.39749025902569085
10x21,0.09240951836016069,0.3708439220593231,0.15828163267335618,0.14291782181069496,0.23554710509646506
10x22,0.1292981391832047,0.21479984933078508,0.043615702408063214,0.34421478975084246,0.26807151932710455
9x22,0.04938060081040212,0.28287943938748045,0.09967295953833767,0.04544928099205094,0.5226177192717288
12x22,0.3862870823151037,0.0006245170144375028,0.23336456098766512,0.025870541961695623,0.353853297721098
12x21,0.12775796396388664,0.21748830903650657,0.13345484961839893,0.10561419251363675,0.4156846848675711
11x21,0.15909730175016884,0.34765665232148796,0.30816701508019706,0.18396295424185596,0.0011160766062901643
11x22,0.31676075983453644,0.1603709092774672,0.12996276512172417,0.3787287872254449,0.014176778540827288
11x24,0.17196488733367804,0.18264682959016568,0.050118727636690195,0.5947787687860184,0.0004907866534476746
12x24,0.41353387374267225,0.001795581034280794,0.5390171292208875,0.0453071281955548,0.0003462878066046596
12x23,0.9387204062322532,0.002640951303040383,0.04523899951156902,0.011946713989120174,0.0014529289640172604
11x23,0.20790649888292184,0.0181437505300761,0.11908738783538295,0.6477067017208195,0.007155661030799707
9x24,0.09715479392396688,0.2935601047559159,0.04902291114205681,0.15971010620083867,0.40055208397722175
9x23,0.10523180221041059,0.2910817190376024,0.1424250232635292,0.2282501814444529,0.23301127404400493
10x24,0.33658975626405735,0.06898320613832289,0.17090507685422715,0.41665592454199685,0.006866036201395784
10x23,0.1490716481661769,0.12521912619721215,0.10508421183047441,0.24272799653990207,0.3778970172662345
9x25,0.177122103547782,0.4811346266944125,0.1616310965124306,0.15031458519645946,0.029797588048915455
10x25,0.1976145180952694,0.345014894740434,0.05604617931823503,0.3996319378861332,0.001692469959928358
12x25,0.880779824390627,0.014967145310968561,0.0010640138477909856,0.008347809808999533,0.09484120664161401
11x25,0.23617316466842733,0.07869690057266758,0.26755958815344555,0.41658222567432784,0.0009881209311316656
16x23,0.9509059218571526,0.0011992734742969885,0.006041218024065637,0.041406976848031185,0.00044660979645356157
16x24,0.5172689706949292,0.009057860334875299,0.3820074007004171,0.07435251246663362,0.017313255803144783
15x23,0.4846496295191154,0.0025128683802914478,0.3673881346895808,0.059356354686357644,0.0860930127246547
15x24,0.4639788258827353,0.011145106488620458,0.40856288701969584,0.11193218701275356,0.004380993596194799
13x24,0.5774522971928976,0.0009425014194738502,0.33671989830058185,0.08116049366396766,0.003724809423079085
13x23,0.6995335434554426,0.008987976349408719,0.10048619938462684,0.18944951687504044,0.0015427639354813581
14x24,0.2958042230886202,0.14389664700952973,0.46249614772895586,0.09440039145733391,0.0034025907155603315
14x23,0.4909057716848336,0.004928578305175456,0.32068734408802624,0.17306975533112526,0.01040855059083939
13x25,0.3749352661044929,0.07640274414239721,0.126270529770558,0.10007492136572593,0.3223165386168259
14x25,0.733297433810917,0.0005505038979925352,0.2593433155032106,0.0058899953282881565,0.0009187514595916339
15x25,0.3212911033814937,0.005163285400386074,0.6232463740900304,0.04318868586082877,0.0071105512672611235
16x25,0.5144614870080919,0.009775266111300685,0.2963504790985403,0.17651281531205384,0.0028999524700132357
29x18,0.18563520956797655,0.05094153051569651,0.5702199092417732,0.1738122923378496,0.019391058336704063
29x19,0.06273888875486136,0.04085227308143094,0.5066469317052882,0.04797556717065882,0.34178633928776064
29x20,0.07852935696509027,0.02057314454840022,0.5164929039604884,0.1032775389141042,0.2811270556119169
29x21,0.05410684035697395,0.08122189267447566,0.390594633862114,0.044256937098324525,0.4298196960081119
29x22,0.14197582077480927,0.16576125953683984,0.49686905549714383,0.18583790101157152,0.009555963179635571
27x20,0.04658932538715057,0.4524299138444838,0.22337519878639467,0.0378531410613408,0.23975242092063018
27x19,0.06799299218714518,0.27528724303818985,0.528661389417041,0.12524286693581455,0.0028155084218094107
27x18,0.11171370576192056,0.01084400365251161,0.5379227258044518,0.0743556438456649,0.2651639209354512
28x18,0.07062404665674146,0.005954964552884462,0.7884186639701826,0.09639485006376997,0.03860747475642157
28x19,0.12056111241333453,0.0015186737729393303,0.7433862110114612,0.13399648535912256,0.0005375174431423611
28x20,0.10603384949842887,0.005570960452632911,0.8673795023227979,0.01567399431328295,0.005341693412857397
25x19,0.16329797789987563,0.0018073194599878056,0.3536201892557166,0.2755115556794939,0.205762957704926
25x20,0.164390573962141,0.12449577126961799,0.3600404134295097,0.3473871638159503,0.003686077522781004
26x20,0.10358313563639168,0.3776239290796072,0.19329625807154188,0.24303005869536062,0.08246661851709865
26x18,0.031641352802767274,0.44292220867903104,0.22001426841669658,0.031372304413798464,0.2740498656877067
25x18,0.1876604780463455,0.14233290972584817,0.385709158443089,0.28176142768388246,0.002536026100834824
26x19,0.04540603243687271,0.7232558377797028,0.19082954424347273,0.029538951181501828,0.01096963435844996
26x22,0.17485226080888053,0.027100269314720107,0.13878149597809966,0.6585890170114056,0.0006769568868940928
25x22,0.5728988626036174,0.0037258387968833267,0.0034642746484487025,0.0007006609742231651,0.4192103629768274
26x21,0.11437522675044193,0.11224592156383167,0.2881467069961681,0.10853464635317989,0.3766974983363784
25x21,0.14460054919139184,0.026744797673836147,0.15953083919579109,0.3775931391587087,0.2915306747802722
28x21,0.04398827980624238,0.3080703202295466,0.2036192011815501,0.0968705788342884,0.3474516199483725
27x21,0.04680521626237353,0.3579851811029606,0.3460908357815559,0.1469247204706792,0.10219404638243072
27x22,0.1458154719648568,0.26071204099522666,0.3650660008553272,0.22038413533166565,0.008022350852923682
28x22,0.05016305448720335,0.42548464721128,0.15468199556696013,0.08404260886429728,0.28562769387025927
28x23,0.11255860852105205,0.28340142797405415,0.06283597883677607,0.4978338203478512,0.043370164320266594
28x24,0.1598569069821868,0.14326241184103744,0.3120177437801137,0.3782700645419491,0.006592872854712919
27x23,0.19756262018819679,0.06893669293923847,0.28796816036114625,0.4449860602384385,0.0005464662729800257
27x24,0.1952362735332435,0.128751853546736,0.06870133844779615,0.6053111970267485,0.0019993374454758926
26x24,0.8292825715153876,0.003529695670989168,0.10677950200284672,0.030583166087415573,0.029825064723360932
26x23,0.8672510139858531,0.006581260626991491,0.10382919627401617,0.01684170731514299,0.005496821797996165
25x23,0.5583644939563855,0.0045801047215565435,0.23908119262174876,0.07944055742273866,0.11853365127757046
25x24,0.6021333811225604,0.012984778530352568,0.307605025172158,0.0760834092043835,0.0011934059705455398
25x25,0.5171466117555826,0.0033826574664533315,0.41033696969814343,0.06861457506201193,0.0005191860178086484
26x25,0.728718497355203,0.0020721343508426507,0.13100231182201186,0.09882117048422978,0.03938588598771275
28x25,0.10743929474089074,0.21514241815594087,0.21416713670199333,0.1319094092168273,0.3313417411843477
27x25,0.1540665672298687,0.14895740862938736,0.23287763333891806,0.462139277244136,0.0019591135576898584
29x24,0.052096875830267064,0.35050310152097597,0.14492303723643327,0.051339347244642355,0.40113763816768133
29x23,0.047718700162830203,0.36796128202667705,0.2392117641001784,0.08721755602309204,0.25789069768722234
29x25,0.07349090293210359,0.25381095820193267,0.14986687793723885,0.09862425085306968,0.42420701007565526
23x20,0.6479609847812614,0.0032896320994649304,0.3404637205718248,0.008151260518257127,0.00013440202919176204
23x19,0.3229992445700029,0.007097272928361035,0.30244912944506014,0.04731031019788328,0.32014404285869263
24x19,0.574515452487225,0.028795816113181664,0.32822349638278336,0.06453614213097557,0.003929092885834366
24x18,0.3453673035012153,0.0014124131509835553,0.10310681966962319,0.004321999247200354,0.5457914644309776
24x20,0.9785235114767311,0.002048387615334299,0.010269248157368282,0.00806726529333684,0.0010915874572294344
23x18,0.7340282907683959,0.0023247249079682867,0.22808206464526737,0.027126357339718844,0.008438562338649553
22x18,0.39589860977622005,0.0010515913411348332,0.0006311791639239089,0.4850793162006143,0.11733930351810692
21x20,0.2075317820386474,0.32628628715730096,0.015112777815228864,0.3973735930714422,0.053695559917380564
21x18,0.16834744232683757,0.2594345765835999,0.17710963609023353,0.3883928228060939,0.006715522193235101
22x19,0.2798963429646104,0.028072157607923105,0.09604282236764754,0.2863339199132819,0.309654757146537
22x20,0.22345975901237936,0.09406510846114718,0.09678846404926209,0.5649287081073223,0.020757960369889045
21x19,0.2689510451497825,0.23243173519863894,0.05214090657358634,0.3296573627402816,0.11681895033771057
21x21,0.08566151765362588,0.5093203096042932,0.005535904160385543,0.3976928999228945,0.001789368658800821
22x22,0.18119704939379272,0.07380822001437522,0.10803358515664131,0.6355385713384781,0.0014225740967126436
21x22,0.12095070933957888,0.46891590983042014,0.11950725975041615,0.28192214657460624,0.008703974504978541
22x21,0.33805007252934055,0.05384037309193443,0.11742429187931894,0.48979729294886026,0.0008879695505458284
24x22,0.7986617155225537,0.003320576695694287,0.18852441501136918,0.00892896604069555,0.0005643267296872762
23x21,0.7511990959402178,0.010792551862506317,0.20067194797447166,0.02867466586130697,0.008661738361497168
23x22,0.7339582831956888,0.0004400516830113073,0.25519269931042154,0.009282913294265943,0.0011260525166124726
24x21,0.6389852562103572,0.006962104504196837,0.23984894614086968,0.09085049453198611,0.023353198612590154
19x18,0.10196293054913294,0.176707715258097,0.6664330952106963,0.034569375811464395,0.02032688317060941
20x20,0.18151805708355603,0.13124200137105405,0.5017080206110143,0.18167875967024358,0.0038531612641320534
19x20,0.09152221526960551,0.20758043259543077,0.10198668502417943,0.1293865044030738,0.46952416270771047
19x19,0.1047945293340745,0.20593176500251972,0.5884043949385876,0.1006210530084985,0.00024825771631962064
20x18,0.13328292550295123,0.0001413510752800915,0.778052644542459,0.08574091860081294,0.002782160278496737
20x19,0.11646431484741214,0.00044833139370465433,0.6354304593522158,0.07873700410588919,0.16891989030077828
17x18,0.39728646987959504,0.0005476543634522994,0.1999692586894594,0.40167209793394676,0.000524519133546501
17x20,0.17399103316949796,0.12249157201814644,0.27019919384962,0.4306335269509433,0.0026846740117922913
18x18,0.10533609375569043,0.42314100766494556,0.06816649715420445,0.39227959661676415,0.011076804808395438
17x19,0.10430647515415939,0.11905868564826623,0.1571057354978904,0.3869487083802644,0.23258039531941957
18x19,0.08496501899344171,0.34804454265078977,0.0974446760740738,0.17070452125620084,0.29884124102549386
18x20,0.18914208981303027,0.44485264673254604,0.3089678540366961,0.02691943104498446,0.03011797837274315
18x22,0.03436556270715122,0.459769141765472,0.056918854864216425,0.07197844582762816,0.37696799483553217
18x21,0.03875300106966978,0.4278400173978628,0.036678281508530836,0.07567177092561561,0.42105692909832093
17x21,0.053989996649411946,0.07765100076180008,0.0914004021716759,0.13480609724353987,0.6421525031735722
17x22,0.1927180920312373,0.07386232528326561,0.18884835100832292,0.2698333872746392,0.274737844402535
19x22,0.19741011849930193,0.246739688138915,0.32597863695997953,0.22096038238562435,0.008911174016179213
19x21,0.15236691918208345,0.18079903648043683,0.20639246744839093,0.1420078255463367,0.31843375134275215
20x21,0.06516439976582343,0.1349013217705465,0.35343003672585593,0.05887613323684837,0.38762810850092577
20x22,0.11042186465842146,0.18860209785405394,0.23933032707421034,0.0037562590123036014,0.45788945140101067
20x23,0.1423415300468867,0.40150733291404545,0.34296219616296364,0.10688724135257059,0.006301699523533608
20x24,0.13706581878336163,0.4491924846610321,0.3255471963316062,0.07340088594478958,0.014793614279210415
19x24,0.27561348354851783,0.2819622844321511,0.266648335951055,0.13703421325210893,0.038741682816167175
19x23,0.08110519440105791,0.14002556827569027,0.5116336760885571,0.0642686059225723,0.20296695531212236
17x23,0.18094261225892924,0.08542459366913861,0.4042234897102186,0.2933669203739835,0.036042383987730096
18x23,0.11216227730045138,0.44480143925891874,0.20929347436497886,0.230553432305042,0.0031893767706090027
17x24,0.14717815358556052,0.1490647105450731,0.08062187965562005,0.5217007337968474,0.10143452241689888
18x24,0.08814732117268946,0.5205201249205077,0.015711880373195788,0.22226118981327403,0.153359483720333
17x25,0.21502120192620344,0.00265588256358411,0.11388560204229427,0.40689766814734696,0.26153964532057117
18x25,0.19126282585889687,0.2221404425510078,0.18982784407399628,0.3928014578593635,0.003967429656735594
19x25,0.12945374870916135,0.21158508590073707,0.19610756621566974,0.14622877001288528,0.31662482916154655
20x25,0.14901342011699098,0.46781560252581633,0.27869521771379346,0.10331930721008957,0.0011564524333096912
23x23,0.665940576183424,0.022465425853500937,0.3017072096002942,0.008713500686851087,0.0011732876759298684
24x23,0.4209056445974966,0.1595541282446093,0.3852562339026443,0.023966189702435914,0.01031780355281393
24x24,0.48629947930262124,0.059867797415065205,0.44220373380162914,0.006970742600966782,0.004658246879717665
23x24,0.757588254496072,0.015253536240865596,0.0972758729467179,0.12276119345594388,0.007121142860400637
21x24,0.1252005468395707,0.371720724160418,0.1070806567175034,0.3956960450073606,0.0003020272751472698
22x24,0.14708710458972357,0.04494007277173905,0.03064435583791308,0.20808901469367713,0.5692394521069472
22x23,0.20178504208039855,0.08552370538807678,0.3327556447256198,0.37524234042281956,0.004693267383085306
21x23,0.08564428365574883,0.2079531972125569,0.039518687766170575,0.22698904247495658,0.4398947888905671
21x25,0.1631375937315137,0.18828209430255463,0.01612546965753146,0.6320116693514516,0.0004431729569485662
22x25,0.256801447656816,0.08475946864023114,0.0367879074972092,0.6208733270519562,0.0007778491537875018
23x25,0.6046525513341442,0.12050578961704894,0.2512282386642417,0.0060315858689688525,0.017581834515596265
24x25,0.4461779502084627,0.001991173150319547,0.22571214606589984,0.019143697471112848,0.3069750331042051
18x16,0.07325796829211777,0.4595789889511245,0.11901799864057581,0.34800631130968995,0.00013873280649201558
17x16,0.18045275451447082,0.17309049563173526,0.17784196684319378,0.4671103728978594,0.0015044101127407556
19x16,0.20858384490054782,0.05814856768960123,0.5716642288700654,0.14684492554933543,0.01475843299045018
20x16,0.17313881001808032,0.10614587210723153,0.6195114625062628,0.10060589168582193,0.0005979636826034457
22x16,0.1269053337114132,0.44330546196922865,0.1089124133432176,0.3110891982315787,0.009787592744561832
21x16,0.29182820890185773,0.14201864503578435,0.39868929166761397,0.16690745493462275,0.0005563994601212128
23x16,0.19675519817118442,0.24017387947905255,0.35207432837572916,0.2077428690184532,0.0032537249555806462
24x16,0.1669226646669316,0.1427572980446475,0.1776200860420278,0.2778127960657537,0.23488715518063943
26x16,0.1103998143833811,0.34640342847536426,0.38288169828926927,0.1558323049149547,0.00448275393703063
25x16,0.061383919948671116,0.31944852232368,0.07499047078668258,0.17606398441370827,0.36811310252725804
27x16,0.1549106378682245,0.18082061809183111,0.5659721415084256,0.0969333331362859,0.0013632693952329523
10x16,0.1638460023729289,0.039992128816119785,0.40778348775021855,0.23808511634370597,0.15029326471702678
12x16,0.27121540321321363,0.01862003779407138,0.44626437128726115,0.26274398724378273,0.0011562004616710966
11x16,0.23046800345431598,0.13909728108971536,0.5353156134619608,0.0896779015088034,0.005441200485204406
13x16,0.07263462625795304,0.44503300232287163,0.11548529044674712,0.10289830225861757,0.2639487787138107
14x16,0.3906289686138451,0.12058560514090418,0.1447409315881529,0.33164655967108103,0.012397934986016825
16x16,0.5771538507725051,0.010368116154685419,0.03307324992905478,0.02726551194886525,0.3521392711948894
15x16,0.5857256065969202,0.0031653098579327897,0.0324197290883187,0.37755308501749496,0.001136269439333313
17x15,0.11063156819044537,0.2622496174038795,0.028157560512215046,0.39240227514380704,0.2065589787496531
18x15,0.04965742548053809,0.5015506515709751,0.3738789057859623,0.06885875003730532,0.006054267125219278
12x15,0.18570645326998675,0.09003217309099398,0.5748755547457852,0.14907417703298356,0.0003116418602504148
11x15,0.1647065830204512,0.09448291939920948,0.5570352394616579,0.1813809781500085,0.0023942799686729444
15x15,0.15725707327571814,0.2118790837481273,0.15985240861654437,0.2785420319283715,0.19246940243123864
16x15,0.16417518952134755,0.0036375072414122126,0.22633970052553895,0.23468219829064402,0.3711654044210573
13x15,0.15065231772771256,0.33556171540597135,0.32708140920061995,0.1653697067063926,0.021334850959303518
14x15,0.12123670028220467,0.27766960085418174,0.3700690079881618,0.22137760521032346,0.009647085665128346
23x15,0.04295350966149222,0.4247891081783909,0.0052014393679571365,0.1606338828182151,0.3664220599739446
24x15,0.017299255637927422,0.753850302090155,0.07814378523583969,0.15029660074875603,0.0004100562873218306
22x15,0.10007175973782688,0.722674255975801,0.08725118209729793,0.08874544607634184,0.0012573561127323216
25x15,0.12478724903503875,0.2607340081528719,0.4315878862424703,0.18215792770591197,0.0007329288637070912
18x14,0.07264467818469417,0.04291791283496182,0.42445151263277814,0.0892311286843222,0.37075476766324367
17x14,0.09169546999415513,0.24182533556082889,0.2435193468248945,0.4088003646599848,0.01415948296013665
15x14,0.11496931972883855,0.3746066688025534,0.24518359923364022,0.26359241147372814,0.0016480007612397034
16x14,0.09232114933814514,0.004182832873186233,0.06789128456450301,0.05670408521434359,0.7789006480098221
14x14,0.1587922123242927,0.2823897517166659,0.16197775005292828,0.17359751626949108,0.22324276963662207
10x26,0.10447793918177613,0.5328441483499207,0.03609637318007321,0.12392783056640802,0.20265370872182192
11x26,0.10869792380238773,0.03245812961681753,0.12634347880931843,0.09763240284384346,0.6348680649276328
12x26,0.7362184277961674,0.0005196129457888241,0.24208818161473478,0.0204954516248095,0.0006783260184994512
14x26,0.5518631964681113,0.10893857945541759,0.2869535715529796,0.04654255991928301,0.005702092604208415
13x26,0.6946764205585033,0.009487921009459535,0.2862781844947503,0.005353748822946982,0.00420372511433993
15x26,0.17903954916902076,0.0035686526375184524,0.13605627208599202,0.002129273579259284,0.6792062525282095
16x26,0.6398942017404318,0.054848026698638724,0.19278862051865578,0.10258815232000926,0.009880998722264493
25x26,0.9857474858182188,0.0041848127549894715,0.003613750433594281,0.00040338808186808964,0.006050562911329359
26x26,0.14728084975913663,0.07327858672516646,0.08316972755927392,0.56843851933907,0.12783231661735306
27x26,0.1062745016347748,0.2572069678222333,0.15578712065016376,0.1798316456567409,0.3008997642360873
28x26,0.09354242851566767,0.34921633248263734,0.12185271380128694,0.21635995177884967,0.21902857342155838
29x26,0.2822509533625849,0.21264211696227303,0.2619142879925383,0.2428270811694057,0.0003655605131980602
17x26,0.611496625497947,0.010216309779061123,0.007767600296130514,0.22879073252922805,0.14172873189763324
18x26,0.19165370986073266,0.28038003773224834,0.15176657077692246,0.346835815715147,0.029363865914949563
19x26,0.05708288825223121,0.44124043704893234,0.11254399445880969,0.11564442800517204,0.2734882522348547
20x26,0.18537770878826523,0.22232703429154696,0.3455760743049838,0.22053003018078468,0.02618915243441932
21x26,0.0716239670165969,0.32436550523838237,0.019708070988905903,0.12742524863980065,0.4568772081163142
22x26,0.548848943386624,0.0062096202165800125,0.03127196491839525,0.4095333817640787,0.004136089714321922
24x26,0.8465278167238582,0.0007449443214297478,0.10793977862841078,0.04325932816798632,0.0015281321583149275
23x26,0.6060665981637021,0.0028817162249375906,0.38280191764078314,0.005039398029276007,0.0032103699413011224
23x28,0.16215946380938132,0.04453113354529078,0.11121132879059724,0.12669754730001467,0.555400526554716
24x28,0.3020639147209841,0.06299592759770363,0.2642549440261662,0.36246982167952085,0.008215391975625238
24x27,0.2898804984606536,0.0009503149892978713,0.05885822340759588,0.0017223227805498974,0.6485886403619028
23x27,0.13313901224833383,0.0947186509525094,0.17293928262987865,0.34574516254600596,0.25345789162327215
22x28,0.13153998552054752,0.57091130367405,0.0720680286157923,0.21681612757671934,0.00866455461289089
22x27,0.14938744822016645,0.10221029724917273,0.15973635013841828,0.20611170209143984,0.38255420230080267
27x27,0.13795444875016488,0.43056263265222744,0.09628518230336879,0.3307060203824004,0.004491715911838503
27x28,0.10793322160303835,0.21353252613227972,0.19250554577422962,0.11294809160165048,0.37308061488880184
25x27,0.13957273942005,0.24245815089701694,0.08752278479383066,0.5301684249127611,0.0002778999763413416
26x28,0.07455191316113376,0.24088309006794642,0.04391093248242287,0.10983415440222248,0.5308199098862745
25x28,0.1474090332237141,0.13204708556119704,0.1876640587431122,0.14129366859597878,0.3915861538759979
26x27,0.2707860191855888,0.003516860931205218,0.4142139953726127,0.3099001305428117,0.0015829939677815717
16x27,0.3071966856595688,0.002990584394638458,0.023037156440950075,0.003316148133163523,0.6634594253716791
16x28,0.4992252441456023,0.006291199304361326,0.002149563451717069,0.491691769570667,0.0006422235276522836
15x27,0.7041676590854804,0.010347257923705576,0.14445706802493868,0.09058536904980818,0.050442645916067105
15x28,0.3245819267119529,0.008113543545984637,0.07717604072771438,0.012052592899799973,0.5780758961145481
13x27,0.46918641292327107,0.0010869249812196918,0.1561205978960669,0.09851406931452489,0.2750919948849175
14x28,0.2810118587900003,0.009058730052240357,0.05227584951582913,0.6566326379503583,0.0010209236915719362
14x27,0.7400170579911007,0.018758594374821535,0.021895684840339977,0.21822229478584754,0.0011063680078902231
13x28,0.3654860772684851,0.02503644248723159,0.24786126629404376,0.35004774256253496,0.01156847138770458
11x27,0.07322815332865673,0.1800136173037026,0.09951303738299173,0.14642917465570118,0.5008160173289478
12x28,0.0701289481663723,0.13804685787838616,0.002598476074820585,0.12964401175608128,0.6595817061243396
12x27,0.428817303955325,0.2825743090303917,0.02162112688856146,0.26577101718409757,0.0012162429416242258
17x27,0.23545529502064724,0.00958938073469608,0.026950260701797183,0.388844295736936,0.33916076780592347
18x28,0.08671452996783797,0.5140409169942225,0.003977267324522153,0.14886141170573258,0.24640587400768485
18x27,0.06665468055737436,0.4758878552859013,0.1076604827283756,0.349477693722079,0.000319287706269811
17x28,0.1456337082255618,0.01991349731616554,0.0960803037679985,0.28495308257951646,0.4534194081107577
14x29,0.24326574064864695,0.24636155088884254,0.21352295251694628,0.2914820518520176,0.005367704093546647
16x29,0.23064248199929566,0.3259410605028937,0.02901037450928892,0.4102523651366513,0.004153717851870441
15x29,0.3110776570820836,0.06800305781300407,0.12442991907329377,0.2622514060906339,0.23423795994098462
17x29,0.12664121518528468,0.33310868640016095,0.20986694411405227,0.3235769271796857,0.00680622712081639
10x27,0.2717123388363551,0.3140059986850752,0.06065267267435557,0.2627204177974122,0.09090857200680194
8x23,0.17281326193078334,0.19490467468188893,0.2974493518612414,0.33239947416550775,0.0024332373605786147
21x27,0.12265551540671585,0.6446720621668259,0.09848271728483869,0.13358908845464867,0.0006006166869708012
19x27,0.24218954533710804,0.32026255480286053,0.36987463819925154,0.06504955034636235,0.0026237113144175215
28x27,0.1518087350365475,0.4337911103999384,0.2202503614458052,0.1723687112493919,0.021781081868316975
24x29,0.11042216697663162,0.5584119652307943,0.13981868000669834,0.1865920502348995,0.004755137550976247
25x29,0.06220561402319991,0.21473389164278756,0.1225456631071086,0.04098024374677051,0.5595345874801334
30x19,0.11509782041626632,0.10645628958490963,0.2805543069365013,0.08284051794798779,0.415051065114335
