barcodes,L2-3 IT CTX-1,L4-5 IT CTX,L5 IT CTX,L5 NP CTX,L5 PT CTX,L6 CT CTX,L6 IT CTX,L6b CTX,Lamp5,Sst,Vip
2000_26800,7.96513068221548e-5,7.965130693659734e-5,7.965130678403276e-5,8.33627662477051e-5,7.965130710236397e-5,0.14145614305615953,7.965130682363144e-5,0.7963633999589895,0.05229644918418774,7.965130322823296e-5,0.009322737196718606
2000_28400,0.09012840980474099,7.476319467097676e-5,7.476319464091012e-5,0.0010807164015242412,7.476319464094597e-5,7.476319464098073e-5,0.33947575484669396,0.42834636746890903,0.02837633450660881,0.11130182584803662,9.915383448923284e-4
2000_29200,0.025861892033965304,4.219387152447849e-5,4.219386899334532e-5,4.2193868997495044e-5,4.2193868997782045e-5,0.08626284102665584,4.219386860940996e-5,0.6693754517555768,4.21938689976407e-5,0.2162671250413885,0.0019795269262934453
2000_30000,1.7968390414994467e-4,1.796839040228819e-4,1.796839041354696e-4,0.011303968898300076,1.796839042343862e-4,1.7968390413534635e-4,1.7968390397582663e-4,0.9732799511065634,0.009726042700290196,1.7968390447268656e-4,0.0044322499657197725
2000_30800,5.048805755971365e-5,5.0488057701778504e-5,5.048805755415026e-5,5.048805752824477e-5,5.048805755337866e-5,0.08744069109481532,5.048805755716799e-5,0.8120760752329693,0.09845258589261782,0.00101077641781543,7.169430163276582e-4
2000_31600,7.339972228820561e-5,7.339972240758103e-5,7.339972224529004e-5,0.0030158335882343925,7.33997222472073e-5,0.014198714181312898,7.339972224532943e-5,0.828285743752573,8.423797118783184e-5,0.14927411512760075,0.00477435676765756
2000_32400,2.699051433078677e-5,2.6990514268322884e-5,2.6990514330810798e-5,3.159916758838631e-5,2.6990514330780664e-5,0.1053161630234579,0.026164585836382957,0.8424971693696874,0.022235978960949948,2.699051433095037e-5,0.0036195510703417094
2000_33200,0.19016493266762613,1.7652431139639004e-5,1.7652430994054214e-5,1.7652430994864875e-5,1.765243099480604e-5,0.35777570469155984,0.08954870901715317,0.33768362074291153,0.02066092080347313,1.7652431013276457e-5,0.0040778499221396395
2000_34000,4.167671348380406e-4,7.687080132927112e-9,7.688914981864415e-9,7.688913955892454e-9,9.600095760554844e-8,0.036547181676414076,0.2129132377413541,0.576746913957496,0.1674465848153837,0.00567000637744701,2.5918923120041683e-4
2000_34800,0.11062063311422886,1.2882972489174387e-5,1.2882972444882997e-5,1.288297244475681e-5,1.2882972444917417e-5,0.1763792332097175,0.04706994046317999,0.5123940833036904,0.04412016121127088,0.10846032611359471,9.040906944940258e-4
2000_35600,7.627291699376672e-5,7.627291697064067e-5,9.976771066824936e-5,0.018289008875057043,7.627291694823958e-5,0.037909385893093124,0.2514761675618509,0.6732450496424727,0.016291549614946946,7.627291710666626e-5,0.002383979033891848
2000_36400,3.481862312021096e-5,0.16273638413620603,2.4213449310812772e-5,2.4213449310803685e-5,0.5618023854149383,0.04375766260303019,2.4213449319929967e-5,0.15181074005031306,0.031016282631659845,0.046185668106003636,0.0025834180867869484
2000_37200,0.2115436192942436,2.8522245610457962e-5,2.8522245624088972e-5,2.8522245624075945e-5,0.007315974826943328,0.11554214161251823,2.8522245623955073e-5,0.3880566414686263,0.14416902956023345,0.13322998200935013,2.8522245602542744e-5
2000_38000,0.32862398372511753,5.0446528870285494e-8,5.0446713619060627e-8,5.04466877728583e-8,5.780639946876284e-4,1.367466777399967e-6,0.14667317872678504,0.5056411761490855,0.017375905590253305,5.04466878468408e-8,0.001106122560675331
2000_38800,0.014030886031096,0.4091669320006077,0.00768111103137645,0.20512327149172818,2.4150955683810353e-4,4.222907176932689e-5,4.222907176970016e-5,0.22503186719537427,0.10674581430400949,0.031851921173751505,4.222907167919766e-5
2000_39600,0.21654550555187455,0.074050108886892,7.14625587595155e-5,0.08472699873522638,7.146255875951151e-5,0.02903869923911225,0.0702067507632952,0.4355037521306681,0.08719234474152843,7.146255876583283e-5,0.0025214522751180997
2000_40400,0.15204948343951635,0.1792951922633169,1.0898703666998097e-4,1.0898703667312686e-4,1.0898703666974159e-4,1.0898703666976757e-4,0.0787479234868198,0.5460933703574287,0.034836163727055364,1.0898703669945846e-4,0.008432931542480898
2000_41200,0.05730673042666974,0.04719914565163787,0.11871857938631389,8.282160341521173e-5,8.282160341522755e-5,8.282160341522073e-5,0.07560421398754341,0.5445279138869916,0.1405257742040524,8.282160336657061e-5,0.01578635604317893
2000_42000,0.006680632978372599,0.01772517403827029,0.2772977751204191,2.4237805652155107e-4,2.4237805651960574e-4,2.4237805652736668e-4,0.3596047189811269,0.31886914466397237,0.013421232827636088,0.0024831144695486814,0.0031910727510856096
2000_42800,0.28992577732563557,0.030092073248357335,1.1251894396963756e-4,1.1251894396964092e-4,1.1251894396964137e-4,0.05051287626559536,0.14873157661946446,0.36760284436229423,0.10959408170442873,0.0030906946983350263,1.1251894398035815e-4
2000_43600,0.5413975157329814,0.006341125463271731,2.4266674163694684e-4,2.4266674164713547e-4,2.4266674163895017e-4,0.06105645680730316,0.17582280838612116,0.20253278442720182,0.010875294146559931,2.4266674166546344e-4,0.0010033480699724485
2000_44400,0.4311597746635552,1.8862818607790488e-5,1.8862818605834784e-5,1.8862818605979125e-5,1.886281860617536e-5,0.033312558926267014,0.16726339431756357,0.35384715266663996,0.013427255010636992,1.8862818720961493e-5,8.955503221906852e-4
2000_45200,0.3710510000707872,5.642493307540397e-5,5.642493306633695e-5,1.055899449427326e-4,5.642493306639011e-5,5.642493300764013e-5,0.09661207271346822,0.4216577885404351,0.08780947497184322,0.019403319361311885,0.003135054664995983
2000_46000,0.3518016343800493,2.1455496556324417e-5,2.1455499984350224e-5,2.1455499984008518e-5,2.1455499983619953e-5,2.1455501527661825e-5,0.12965620881471926,0.3881672564170966,0.08993897232884841,2.1455537014136325e-5,0.04030719502423618
2000_46800,0.11275570028037667,1.0085283481921822e-4,1.008528348150088e-4,0.3590084129817925,0.2414115553996137,1.0085283482893126e-4,1.00852834815546e-4,0.2613919524846849,0.022774928692840157,1.0085283485594274e-4,0.0021531859865576135
2000_47600,9.642206295908374e-5,9.642206298880309e-5,9.642206295953156e-5,0.028922700819512613,9.642206290169707e-5,0.01150190375107463,9.642206288469709e-5,0.8806663459383555,0.07236664472843148,9.642206291183762e-5,0.005963872385020259
2800_26000,3.3482128359250165e-5,3.348213796633653e-5,3.34821379415473e-5,3.348212834901124e-5,3.348212858458998e-5,0.10834187107040619,3.348212857719267e-5,0.8442548895487904,0.029822890491877828,3.348213058026736e-5,0.01734597396856758
2800_26800,6.661976438994482e-5,6.66197643918799e-5,6.661976439041717e-5,0.015426141615154869,6.66197643899493e-5,0.07336447529329397,0.010165445209546427,0.8565165360816677,0.040626788051749144,6.661976370647666e-5,0.003567514927319048
2800_27600,0.18448007371914554,3.5966493277429036e-5,3.596649330038778e-5,4.7026348968606196e-5,3.596649330039918e-5,0.0013843438518228734,0.2968798769217142,0.4895381851262437,0.023344522607496854,0.0022283066234513892,0.001989765321278601
2800_28400,0.030986347803907438,1.6085754469157294e-5,1.6085754917543295e-5,1.060849555418274e-4,1.6085754918470193e-5,0.047408528037164846,0.4694724829164463,0.384534220705975,0.01929609806804031,0.04327137344341236,0.0048766068052067835
2800_30000,1.3909885222869093e-4,0.008101943407549507,1.390988522980677e-4,1.3909885229800955e-4,1.3909885224434705e-4,1.3909885229373097e-4,1.390988522975154e-4,0.9467141900335267,0.04151866113997822,1.3909885224276647e-4,0.0026915134530424334
2800_30800,1.1036587168148771e-4,1.1036587195507468e-4,1.1036587181655626e-4,0.0021398282869623114,1.1036587183607769e-4,0.03863234342473656,1.103658718145947e-4,0.6890470891325734,1.166539172818849e-4,0.2667322385388887,0.002780017340453334
2800_31600,1.0346026138079042e-5,1.0346026074999362e-5,1.0346026146849621e-5,1.034602614066858e-5,1.0346026085490834e-5,0.0011099233752455057,1.0346026876409888e-5,0.9487513703283154,0.035585574781526,1.034602614143673e-5,0.01448070933130914
2800_32400,0.025319065494147135,1.6014892824352757e-7,1.6015337914053843e-7,1.6015337822270864e-7,1.601533783005491e-7,0.07917022322706375,0.2082372499865281,0.6548010734897396,0.02496192902430197,1.601537581813118e-7,0.007509658015397362
2800_33200,0.13084991987118658,9.304672099505357e-6,9.304671059057309e-6,9.304671056381364e-6,9.304671056729713e-6,0.2092917433698349,0.19523614626631677,0.32730238211636736,0.11917868920882402,0.01807358802021901,3.031246197962539e-5
2800_34000,0.05720165716533893,5.171904416786258e-5,5.171904418311774e-5,5.1719044183123276e-5,5.171904418313395e-5,0.06226872402237217,0.17345533536926905,0.5793863959986956,5.1719044183252445e-5,0.11879504743704686,0.008634244786377077
2800_34800,0.028969707358912546,4.248560235035659e-5,4.248560231786668e-5,6.943737074325274e-5,4.2485602317873085e-5,0.13225639615547344,0.1181819176600641,0.6536431146064666,0.00986255124991386,0.055086384408419474,0.0018030343830206564
2800_35600,0.22308897599327357,1.548297812892515e-5,1.916516934214516e-5,4.351682480655531e-5,4.847128025189358e-4,0.10993244975389019,0.3833966186296197,0.24973148262582015,0.03226796547310958,1.5482978167444523e-5,0.0010041467713228537
2800_36400,0.006668478026912299,6.596198663154542e-6,6.596198650358456e-6,6.596198663994588e-6,0.45298585441481565,0.14516074835867354,2.7916640106947802e-5,0.35477778956401956,0.03639017487663531,6.596198649690232e-6,0.003962653324209543
2800_37200,0.2594450470685278,1.758484688623768e-5,1.758484648731749e-5,1.7584846491627586e-5,1.7584846491220417e-5,0.0063768283843618255,1.7584846491634207e-5,0.5958002077131861,0.08078796298247805,0.057484444772119656,1.7584846478362996e-5
2800_38000,1.1116423045368551e-4,1.1116423050350544e-4,1.1116423044982377e-4,1.170126966789738e-4,1.1116423045020758e-4,0.007738951511374631,0.216840875415846,0.6613038894641203,0.08877623766493913,0.021592756785862578,0.0031856195393212337
2800_38800,0.16622380894728853,4.184214093120979e-5,4.1842140654912885e-5,4.184214065498106e-5,9.693525148227982e-5,0.08699092033343166,0.13361502111168863,0.5067721354227264,0.0785441136691825,0.023480591899692062,0.004150946942266961
2800_39600,0.03441697210147073,0.06764202234032704,2.4047755332319033e-4,0.007645319821500405,2.4047755332525485e-4,0.3745124676513031,0.054677761009522916,0.3191080482201861,0.006734524484941978,0.1252917758783433,0.009490153385755777
2800_40400,0.1479223138308666,0.03994906527149951,0.14388558135630944,5.68189220808581e-5,1.1438005507040426e-5,0.14170641641023707,0.11737837616329122,0.3896202182081957,0.01304394380295947,1.1438004725072336e-5,0.006414390024327747
2800_41200,3.4138705916812853e-4,0.39194949427713544,0.11592649868926828,0.10123832709466585,8.809321506705497e-5,0.021034148514411315,0.04120035205789882,0.19904361553619981,8.8093215046019e-5,0.12390022914072843,0.005189761200410999
2800_42000,0.3534576128214135,0.04337357868452684,1.657440078165334e-4,0.019382663265108766,1.6574400781653326e-4,0.04116359139722787,0.03534836444646898,0.48504341789427435,0.019902557188383446,1.6574400777092746e-4,0.0018309822791921062
2800_42800,0.24449487297595757,5.326377770818943e-5,5.32637777059355e-5,5.326377770594545e-5,0.08440565071425975,5.326377768639116e-5,0.36259257723214317,0.209331175119043,0.0969004920137452,5.3263777764730144e-5,0.0020089130562800637
2800_43600,0.12929250469458764,3.976173058051685e-7,3.9761523057308904e-7,3.976152308469487e-7,3.672707231869379e-4,0.12920984287580564,0.44304205208328457,0.18784631503919008,0.10507889366467299,3.976103119831895e-7,0.005161530461192984
2800_44400,0.3115575683837201,1.032050516448211e-4,1.0320505163504894e-4,1.0320505163502915e-4,0.015605573793515234,0.010651027815793091,0.2892123489966879,0.2004562119537856,0.15728137186817145,0.011775135916854846,0.0031511461165569005
2800_45200,0.4055054331240193,9.911080846849144e-6,9.911080210650847e-6,9.911080209924328e-6,9.911080209899598e-6,0.06581159485361615,0.2139902250520139,0.2864353776587338,0.025696294118949657,9.9110820790927e-6,0.0025115197891108854
2800_46000,0.12461660145475108,1.5148320252520388e-5,1.5148320766109342e-5,1.514832076688294e-5,1.5148320766668098e-5,0.07086619810421035,0.19853585475148802,0.44649898318623543,0.15939147257924186,1.5148320801481142e-5,1.5148320719316084e-5
2800_46800,1.0448094280960644e-8,1.0417008616989424e-8,1.0448094207655822e-8,1.8388884394046235e-4,1.0446608693339158e-8,0.003263056410839137,0.19700898955915194,0.3364461928097952,0.22319972179265626,1.0459279029457759e-8,0.2398980983645322
2800_47600,0.0011521244739389775,3.939608083119675e-5,3.9396080825947626e-5,0.016553916883965,4.144729595073598e-5,0.0018968440459977683,3.939608082677347e-5,0.849571617238886,0.11972740060280093,0.005498822726725362,0.005439638489251314
3600_25200,1.1905975439187492e-5,1.1905975354425459e-5,0.027696387719471326,0.7228465351759146,1.1905975440527803e-5,0.03236767286736194,1.1905975441222712e-5,0.19431142825794118,0.01667805980359808,1.190597388538625e-5,0.00604038630015239
3600_26000,4.859416702385984e-5,4.859416701541844e-5,4.85941670198158e-5,0.0022159419298856983,4.859416700894321e-5,0.10509702700842799,4.8594167019865206e-5,0.8537816280379434,0.032316768212325674,4.85941670330418e-5,0.00629706980929627
3600_26800,1.6245189384513288e-5,1.624518889006314e-5,1.6245189407032086e-5,1.624518859355228e-5,1.62451894045428e-5,0.15134307065859487,1.6245189563501284e-5,0.8039922763770695,0.042550211436504275,3.054313159946339e-5,0.001986427260988625
3600_27600,0.07096877891040664,1.9333121588029348e-5,1.9333121601641194e-5,2.9409361561451534e-5,1.933312160165802e-5,0.04653330828662062,0.2857474648178795,0.4289430228236313,0.14569478105461692,0.016800756136974737,0.0052244792435175115
3600_28400,1.1313131197018849e-4,1.1313131195731688e-4,0.20251148333886435,0.15679668735154126,1.1313131193534645e-4,0.004893123940641827,1.1313131196266253e-4,0.3574409153897772,0.04037610801051516,0.23653291054816322,9.962461726713203e-4
3600_30000,1.423972243493022e-4,1.4239723989307204e-4,1.4239722438241854e-4,1.4239721537298044e-4,1.4239721987762438e-4,1.4239722433063808e-4,1.4239722432931386e-4,0.9496227136557022,0.03008049047610243,1.423972206565575e-4,0.019157618075003536
3600_31600,1.717489767868611e-5,1.717489768201186e-5,1.7174897678734218e-5,7.36950722469518e-5,1.7174897680385804e-5,0.11790668927649679,0.010119433052558868,0.8322810442704539,0.036474219297634905,1.7174897677600014e-5,0.0030590445422112983
3600_32400,0.2781550138513189,2.3610193133640886e-6,2.361018810071654e-6,2.3610188086295597e-6,2.361018808850294e-6,0.07659676111707445,0.059684910318915596,0.5603008769240758,0.020482592028177034,2.3610188120684415e-6,0.004768040665885163
3600_33200,0.02488062162229091,4.601151519302575e-6,6.533119770686959e-6,4.601151426877013e-6,9.978928750648892e-6,0.3656915808026103,0.11374832289169164,0.32285300853929416,0.07400350994851447,0.09617967424729026,0.002617567596840802
3600_34000,0.020639352723544658,1.1718277151386177e-4,1.1718277144100079e-4,1.1718277144102929e-4,1.171827714410701e-4,0.17927869726271764,0.31784899757520185,0.3431074181789442,0.023780229963257783,0.11262114035729102,0.0022554328532059867
