L2/3 IT CTX-1,L4/5 IT CTX,L5 IT CTX,L5 NP CTX,L5 PT CTX,L6 CT CTX,L6 IT CTX,L6b CTX,Lamp5,Sst,Vip
0.007427357,1.23927575e-05,0.06284344,0.123297304,0.46579704,0.0015926028,0.16630603,0.022097215,0.11832987,0.030808652,0.0014880444
0.0012212956,9.621282e-05,0.103868596,0.3195539,0.0021042249,0.019234946,0.0975215,0.023015514,0.046943568,0.31428885,0.07215134
0.0016309535,0.15059286,0.39332914,0.21261534,0.0018820185,0.00020214723,0.06728037,0.0005395934,0.008224266,0.1539695,0.009733745
0.00090774696,0.58799493,0.17610696,0.13269177,0.0015707135,0.00030385016,0.016046353,0.0013525408,0.0005081756,0.059233394,0.023283577
0.000282014,0.4667779,0.1379713,0.097147666,0.02167255,0.03290707,0.0035737748,0.014826143,0.0061627435,0.17349419,0.045184694
0.0008414497,0.6194637,0.09920592,0.24997738,0.0002750071,0.0007856885,0.008084184,0.00057101453,0.00016742905,0.0006539815,0.019974299
0.022181537,0.23026478,0.068982266,0.64018846,0.00030496606,0.0006458986,0.025743006,0.00065224024,0.0006915295,9.073403e-05,0.010254611
0.36501873,0.055304,0.037916154,0.4003669,0.0012274036,0.0002644946,0.10253933,0.00074019295,0.0076941135,0.00016345047,0.028765209
0.42960256,0.0005050559,0.021445656,0.012978017,0.0132526485,0.006227324,0.06526321,0.37382188,0.011502709,0.060871433,0.00452957
0.90055823,0.00010801392,1.722301e-05,5.735955e-07,0.001219801,0.0004796105,0.06539932,0.00085510674,0.028089385,0.0009240146,0.0023486856
0.75881505,5.6511926e-06,0.017377993,0.0059295106,0.047996007,0.0004964056,0.13339482,0.004020039,0.028345587,0.0002576273,0.0033612677
0.27167097,2.5695722e-06,0.0018234586,0.34360254,0.025815189,0.05444663,0.14919102,0.10742234,0.02202769,8.964843e-05,0.023908032
0.15195596,0.0023225471,0.010441321,0.54557645,0.04987203,0.0014131404,0.13980913,0.05872444,0.016997868,0.0003437637,0.022543339
0.00069950306,0.008662342,0.123451956,0.61115354,0.119813584,0.0009144676,1.0967933e-05,0.0830995,0.018771345,0.0028433884,0.030579403
4.610968e-05,0.0060415147,0.002244691,0.84351635,0.009576186,0.00043369588,1.6408501e-07,0.03621717,0.0055009304,0.00010556468,0.09631765
2.1020593e-05,0.0042930134,0.0104129715,0.8963375,0.0011268602,2.9969395e-05,1.239648e-05,0.0020220655,0.0029242246,0.010901514,0.07191843
0.06840306,0.013334051,0.07078126,0.3505861,0.0040741805,0.005495358,0.19859365,0.00036007518,0.100403875,0.1005021,0.08746635
0.00011433977,0.003176837,0.015619479,0.3689026,0.00083380565,0.18791601,0.016264264,0.0050088423,0.0007119722,0.35067648,0.05077539
0.0009730435,0.0035457786,0.005283278,0.42745864,0.4567574,5.904189e-05,1.2737843e-05,0.00058915047,0.0005836973,0.0387793,0.06595795
0.0001515437,0.00065138924,0.064228535,0.7026489,0.06659089,0.00030204075,7.1755567e-06,0.086313486,0.0013439273,0.0042843767,0.07347778
0.00031921794,4.7651197e-06,0.0001742831,0.21988942,0.042682797,0.014299544,9.795276e-05,0.5473689,0.10804855,0.012740178,0.05437436
0.00033238472,4.940662e-06,9.894699e-06,9.9738994e-05,0.00020309546,0.29716957,0.011491468,0.5669551,0.0022247862,0.082913645,0.03859538
9.073245e-05,6.657714e-07,6.969707e-06,5.5937217e-06,0.0001511669,0.52598786,0.020633336,0.39181185,0.00077882037,0.058260538,0.0022726036
6.757844e-05,2.3660448e-06,6.907178e-05,1.0837477e-05,2.6669655e-05,0.68346965,0.047765832,0.07715136,0.002782456,0.18793637,0.00071779324
0.00012983051,9.474285e-05,0.002723313,0.0007160073,0.00015946222,0.6802747,0.0979231,0.09648354,0.006550634,0.113314666,0.001630017
0.00058870506,3.0103873e-05,0.010133704,0.0019025389,0.0011142899,0.63402474,0.24291211,0.05394428,0.04902084,0.005780508,0.0005482138
0.042185873,0.007297012,0.060450092,0.01586441,0.01148507,0.098093644,0.2906975,0.06532085,0.2517429,0.15675242,0.0001101768
0.0030836922,2.8289655e-06,0.0473617,0.046511192,0.50026596,0.0072367005,0.18807064,0.042937763,0.13317433,0.031238709,0.000116443785
0.0013735892,0.016980555,0.32109597,0.13956007,0.005602491,0.013446988,0.270085,0.016120065,0.09217295,0.12315124,0.00041106713
0.2065015,0.00016581528,0.12474166,0.18515827,0.008585265,5.21304e-05,0.37379467,0.00069857447,0.040848847,0.059341326,0.00011201363
0.040563706,0.054743353,0.42272317,0.17688145,0.02206692,0.000100333506,0.107406154,0.00013269926,0.07446548,0.08379796,0.017118858
0.00011808098,0.4251881,0.3693114,0.06368112,0.00019638998,2.3684453e-05,0.012357218,9.185413e-06,0.00028473145,0.11113569,0.017694386
0.0001033287,0.4670886,0.30712533,0.06956555,0.0002146873,0.021367073,0.013653645,0.013626769,0.00012574963,0.08033035,0.026798911
0.00037363527,0.42381087,0.23838484,0.21824683,7.902355e-06,0.0006023078,0.021433147,7.9900834e-05,0.0027464929,0.02348942,0.07082468
0.04984618,0.26027006,0.08244605,0.5241343,0.00012920646,0.0023000578,0.05563105,0.005085372,0.0012473766,0.00019850169,0.018711852
0.8719218,0.025260998,0.005388203,0.0005578975,0.0008521555,2.8759026e-05,0.08481647,1.7103604e-05,0.0076354025,9.879967e-05,0.0034224319
0.65300715,0.019359948,0.0032713867,6.628625e-05,0.0002559534,2.1694088e-05,0.18309292,1.0774552e-05,0.114132985,0.025669746,0.0011111961
0.8118664,0.0010994681,8.756458e-06,8.415161e-08,0.00053720706,3.9494247e-05,0.049188316,7.480875e-05,0.0806815,0.055188652,0.0013153411
0.6828893,0.0014108788,5.6253994e-05,3.984026e-06,0.0013415954,0.00013695442,0.11106865,0.00070180977,0.11140517,0.08793762,0.003047795
0.23044932,4.8599974e-05,0.0017517552,0.00943577,0.17545298,0.009706371,0.15038389,0.03988923,0.1791405,0.013763835,0.18997782
0.11226568,2.6647544e-06,0.018461589,0.52995,0.06193431,0.0005872505,0.13045615,0.032372348,0.057921406,7.1226845e-05,0.055977292
0.157341,0.008512196,1.2170632e-05,0.10777062,0.23539005,0.0018598567,1.4194039e-07,0.33884877,0.09145889,0.0007511383,0.058055215
0.00056789524,0.005208178,0.0007590995,0.7076559,0.12130441,0.0008285153,1.4470842e-08,0.0959902,0.017236121,8.166377e-06,0.050441466
0.008874697,0.0050034076,5.9899157e-05,0.35700318,0.045406286,0.00063039246,6.274961e-08,0.5078657,0.020819072,0.00019778767,0.0541395
0.0048978734,0.16155759,0.0369605,0.23387039,0.015515052,3.94256e-05,0.0011245798,0.000108971726,0.006728214,0.5102725,0.028924882
0.0013046032,0.003497655,0.008004343,0.22152431,0.007368952,0.065502964,5.152021e-05,0.23436737,0.071889274,0.3294174,0.05707159
0.00036866454,0.0061506373,0.004044227,0.66507196,0.10802512,2.6200598e-05,7.2004905e-06,0.0134244,0.0017609297,0.031819582,0.169301
0.00017238436,0.00024648057,0.00073053176,0.06826755,0.19929652,0.0042184675,2.5218142e-05,0.39002466,0.08841029,0.02683872,0.2217692
7.935946e-05,4.9782616e-06,0.00019095803,0.017855365,0.010297954,0.04790344,0.00044504815,0.3758243,0.005062634,0.4940403,0.04829565
6.288522e-05,1.2375391e-06,2.5061769e-05,4.0353574e-05,9.352322e-05,0.4458072,0.025553394,0.44380003,0.0013805369,0.07375461,0.009481185
0.00025763895,1.8480135e-06,1.9870768e-05,7.0911074e-06,1.8658964e-05,0.73270065,0.09639994,0.1167921,0.00068723987,0.051868327,0.0012466543
8.7512235e-05,1.7843778e-06,7.993741e-05,1.1701898e-05,1.5774773e-05,0.6501938,0.08017344,0.083313785,0.003661357,0.18175292,0.0007079445
0.0003507702,6.201549e-06,0.0016001204,0.0002284582,0.00017993388,0.5775471,0.10714542,0.09920478,0.010126482,0.20256506,0.0010457211
0.00072274404,0.001251574,0.25574094,0.05407307,0.004616501,0.17137548,0.35874075,0.0857875,0.05293824,0.0140375905,0.00071559806
0.09279042,0.0005876515,0.028592579,0.009341901,0.034645926,0.053562645,0.19921327,0.07956201,0.26706564,0.2341359,0.0005021073
0.017520871,0.000794837,0.037818443,0.023815503,0.10990445,0.005539171,0.17791928,0.0408391,0.3324019,0.25340497,4.14134e-05
0.4097085,2.6363425e-05,0.07007593,0.080326185,0.06410223,0.00063961,0.19747093,0.008229039,0.10216092,0.06720461,5.5652108e-05
0.0027193693,0.18905959,0.29687673,0.19544601,0.0017975346,4.9210354e-05,0.1102684,0.0002131131,0.07338472,0.13009098,9.428499e-05
0.00096624944,0.22630677,0.44089717,0.121935666,0.00045664236,1.4208412e-05,0.043521885,1.4291491e-05,0.005286545,0.15761949,0.0029810728
0.00014544389,0.57511353,0.30208635,0.04777271,2.9087685e-05,2.9205614e-05,0.008789061,5.772784e-06,0.0013264641,0.051276915,0.01342544
0.008237327,0.5706479,0.1699724,0.020334613,0.0011790637,0.008795447,0.088840865,0.00051384146,0.0013237696,0.034199156,0.095955625
0.34814322,0.38202676,0.064902,0.011649931,0.067128904,3.883534e-06,0.10117169,3.7322317e-07,0.0059468597,0.001934344,0.017092103
0.34715128,0.33124292,0.077365175,0.0038392995,0.020270739,2.9567456e-05,0.10638577,1.4358694e-05,0.098117866,0.006094621,0.009488429
0.49511254,0.37049174,0.03262325,0.0019474522,0.0021119874,6.0556213e-06,0.06843874,1.1909782e-06,0.027660346,0.0002425036,0.001364214
0.89132303,0.00026448455,8.02975e-05,7.1177243e-07,0.018367704,8.538046e-06,0.05377603,4.2562842e-06,0.035328843,0.0004144566,0.00043166202
0.74312925,0.0011058509,0.0008066311,1.3133794e-05,0.0015235688,2.2785996e-05,0.08673705,1.9839354e-05,0.15584448,0.009020778,0.0017766292
0.6184548,0.000101555735,0.012953651,0.0036643997,0.005216401,5.0682476e-05,0.14878868,0.00012661616,0.18015832,0.00011161395,0.030373292
0.36657298,0.0009322239,0.055978723,0.027599817,0.043996,0.00016972912,0.1617723,0.0017030365,0.2904754,7.582236e-05,0.05072399
0.024509445,5.1849387e-05,0.06433643,0.37711444,0.061328825,0.0027575374,0.05758668,0.13602689,0.1793813,0.00030933807,0.09659736
0.04333035,0.0074700546,4.3236328e-06,0.19105493,0.24246657,0.0006024913,1.6289116e-08,0.42507663,0.031662855,1.96658e-05,0.05831222
0.0046821884,0.0032880837,0.04194727,0.53533065,0.198316,0.0006437115,9.450018e-06,0.05585295,0.040825658,0.0011070002,0.11799708
0.023481527,0.0570804,0.13835686,0.23067826,0.03879757,3.1752443e-05,0.03163921,0.0019202931,0.009267796,0.43808883,0.030657474
0.036339927,0.007363178,0.059817694,0.16021179,0.014508499,7.4686846e-05,0.23053394,0.00043245158,0.0063363505,0.4700668,0.014314736
0.00055047224,0.005469572,0.0048241587,0.6561364,0.089966185,0.00025054504,2.1950298e-05,0.05306886,0.0044702822,0.04186639,0.14337523
0.00011018041,3.0219391e-05,0.00016959873,0.02851927,0.031371515,0.0068076886,2.625435e-05,0.35496145,0.007962689,0.50555706,0.064484134
0.00018541947,4.107625e-06,2.4877378e-05,0.00066573266,0.12974198,0.11920236,0.002698399,0.4327197,0.09264303,0.05480335,0.16731097
0.0002646024,1.5776257e-06,1.6144872e-05,1.8882474e-05,4.8960927e-05,0.67893326,0.061774388,0.17660183,0.001839529,0.07361359,0.006887093
9.9963625e-05,2.6757832e-06,3.5404057e-05,7.988152e-06,2.6773301e-05,0.6728147,0.055669665,0.08726417,0.0032878674,0.17943195,0.0013588322
0.00013562688,0.0018675205,0.041565325,0.0036111984,7.429687e-05,0.58526576,0.16334921,0.07498107,0.0024787178,0.07349864,0.053172566
0.00015658599,2.9397017e-05,0.013449566,0.0037061376,0.0008531249,0.5080245,0.1885663,0.15110871,0.0078117717,0.12548988,0.0008040437
0.002352164,7.696565e-06,0.07798451,0.012953244,0.0761382,0.1655775,0.39778483,0.14280444,0.11299726,0.010658691,0.00074137485
0.1889982,0.06276044,0.036077667,0.010350164,0.16293065,0.024112122,0.16228545,0.08372079,0.1859203,0.06298027,0.019863978
0.03304808,0.00014405459,0.026288897,0.018282525,0.20851143,0.01730841,0.12638418,0.08613918,0.2816667,0.1695928,0.03263373
0.0074735344,0.006031736,0.1553627,0.12671879,0.068200186,0.030460397,0.15282884,0.08474771,0.15302484,0.21449178,0.0006595412
0.20130707,0.00784128,0.16818115,0.08488438,0.010517059,0.00037347432,0.09948949,0.0004914063,0.15937644,0.26730025,0.00023796088
0.0007744586,0.42713934,0.172103,0.040104274,0.0011648627,1.1615439e-05,0.015916258,2.5312922e-06,0.022419002,0.31968078,0.0006838421
0.00023430257,0.69750935,0.22443049,0.02298214,6.9532514e-05,1.52358e-06,0.0049187024,3.788951e-07,0.00092566415,0.042890836,0.0060370807
0.011018249,0.61802936,0.15963411,0.016673528,0.00020886582,1.4151628e-06,0.03916756,7.230759e-08,0.1301249,0.01724406,0.007897833
0.061077975,0.72760653,0.11400785,0.01633433,0.005875835,1.6488159e-05,0.035179857,2.0656853e-05,0.02929442,0.0036249394,0.006961112
0.56012005,0.12722391,0.040578842,0.002039156,0.03266089,1.8470274e-06,0.14510818,1.7684337e-07,0.081952676,0.007192364,0.003121952
0.63064843,0.009972205,0.007918729,4.7180984e-05,0.005948437,0.00022969276,0.1401582,6.2962545e-06,0.14090136,0.0006132548,0.06355618
0.5346559,0.00932726,0.0009895072,2.423391e-05,0.0011846015,3.1481348e-05,0.07104048,8.938055e-06,0.22085708,0.16163854,0.0002419903
0.80773616,8.757131e-05,3.9643997e-05,2.559734e-07,0.0008862504,2.1693235e-05,0.049285274,1.144926e-05,0.1406488,0.0007725559,0.0005103261
0.31309468,0.00021887361,0.0013263776,9.162819e-05,0.002134715,0.0060792794,0.08945992,0.038349696,0.45082632,0.0960905,0.0023280059
0.02382153,2.6706812e-05,0.046629347,0.05406294,0.026852312,0.000110148496,0.104298025,0.00058219704,0.49390832,3.2593878e-05,0.24967587
0.0038644436,2.8311359e-05,0.079536326,0.435094,0.034126785,0.00048706372,0.012910234,0.1555411,0.19939618,4.772489e-05,0.07896779
0.0101391915,0.0019771392,0.0029762294,0.56009406,0.28981215,0.0008287245,1.6729721e-06,0.023236552,0.032622524,2.0365482e-05,0.07829135
0.00965522,0.001078918,0.0060226778,0.3347652,0.30582923,0.001378448,1.2932934e-06,0.16579944,0.04447463,4.9735878e-05,0.1309452
0.019118298,0.0006278647,0.00062262994,0.19693792,0.08926459,0.009680641,0.00018162705,0.4646155,0.05647482,0.042701736,0.11977441
0.01307472,0.004588982,0.07964898,0.20779121,0.011741189,9.232339e-05,0.2016814,0.001376003,0.010860952,0.4534558,0.015688403
0.00053308206,0.00011576876,0.0233974,0.3063543,0.008653034,3.418298e-06,0.0015280322,0.00081881415,0.0015797208,0.6468228,0.010193528
0.000120151955,3.876855e-05,0.0012401517,0.045520548,0.05711808,0.0017418979,2.8314194e-05,0.72981584,0.0066657523,0.059282705,0.09842782
8.26629e-05,1.3454157e-06,7.0258495e-05,0.0006200312,0.0018883485,0.21512088,0.006803667,0.601117,0.004891634,0.114464894,0.05493932
0.0002738344,1.0178896e-06,1.1668921e-05,7.826593e-06,1.2393356e-05,0.7981119,0.03125143,0.12504965,0.0010586848,0.040179238,0.0040423796
8.3764164e-05,6.7756023e-06,0.00011304132,2.4698189e-05,5.461317e-05,0.67812324,0.07036568,0.06556165,0.00257369,0.18087342,0.0022194583
0.0003453924,4.357999e-05,0.0011352343,0.00016058866,0.0002454009,0.5469819,0.13948518,0.070560575,0.009740518,0.23014769,0.0011539672
0.00023598298,2.848171e-05,0.24189739,0.057058703,0.0027695969,0.26849437,0.20256042,0.12168169,0.017032301,0.08317861,0.005062418
0.35615838,0.023374265,0.07621397,0.011829895,0.10900596,0.061810736,0.17629781,0.11497138,0.06369316,0.006300452,0.00034394558
0.06133523,0.0320008,0.17020202,0.18718928,0.24817225,0.019995002,0.08939531,0.11344908,0.06374391,0.00887065,0.0056464234
0.0017649591,8.63186e-05,0.0441205,0.037444107,0.6095913,0.004508852,0.057540163,0.052036982,0.12626863,0.06630113,0.00033711136
0.3207182,0.0007010674,0.1169248,0.061487485,0.16013885,0.0008061261,0.14223674,0.0053085014,0.10381953,0.08771502,0.00014368849
0.0018158994,0.059815936,0.32928437,0.12420446,0.00986921,0.084889844,0.065447845,0.06990343,0.04577097,0.20853886,0.00045907218
0.0013519519,0.5603588,0.24806902,0.04017348,0.00022730592,1.4308982e-06,0.012377023,7.140939e-07,0.040827546,0.095923826,0.0006888348
0.042047188,0.6461632,0.12001894,0.012695657,0.0541876,5.388828e-07,0.008319821,1.157767e-07,0.0065819155,0.06037213,0.049612906
0.074011944,0.5025127,0.13521922,0.014128687,0.012449089,1.0380999e-06,0.040670834,4.148785e-07,0.11357992,0.04607939,0.061346836
0.41095912,0.41582674,0.03159576,0.0004928499,0.019719617,2.2893942e-06,0.04085283,1.7574763e-07,0.07480229,0.0019407817,0.0038075033
0.78560305,0.09762739,0.0041556177,1.4540878e-05,0.011904552,7.0381857e-06,0.039427124,7.0355e-07,0.057416085,0.00066712545,0.0031768351
0.7373922,0.0016442251,6.7330424e-05,9.4686555e-07,0.010162165,1.0546864e-05,0.0301492,1.9181673e-06,0.07297683,0.14668274,0.0009118941
0.594192,0.0020087839,0.0009289194,2.3864442e-05,0.04053549,0.040075075,0.092578806,0.005767932,0.16537772,0.011556884,0.046954457
0.2958197,0.012622741,0.00084566715,0.0003712297,0.0122723635,7.4041774e-05,0.050782606,3.3731747e-05,0.37819302,0.24716574,0.001819146
0.2402249,0.011712488,0.0031794023,0.00040922218,0.0072429236,0.00041112612,0.09282252,0.000322388,0.43677577,0.19252893,0.014370317
0.0095827365,5.9166996e-05,0.090617746,0.49828225,0.027550137,0.0005704809,0.024884358,0.0028835172,0.28389588,5.8090453e-05,0.061615728
0.0024268818,0.00011779444,0.11746867,0.4151789,0.02111671,0.00045969675,0.009408617,0.0024242257,0.38263488,8.417889e-05,0.048679482
0.015806684,0.0008051683,0.0010835129,0.58589816,0.2303376,6.5175577e-06,4.175963e-06,0.0019781252,0.11333013,0.0001206187,0.050629295
0.10398122,0.00033642843,0.0108746225,0.09628241,0.2738175,0.0028666705,0.15995419,0.09024451,0.11773187,0.09219665,0.05171391
0.0840161,0.0001028104,0.023301972,0.1691933,0.017677099,2.4986528e-05,0.3356843,0.003733642,0.009240797,0.34381676,0.013208285
0.00016933044,3.901627e-05,0.031984787,0.27917773,0.018526955,5.6437417e-05,0.0011616542,0.016868925,0.0019580317,0.62336475,0.026692417
0.001446539,6.3032694e-06,0.0061539942,0.31397843,0.106074944,0.00041102956,5.996893e-05,0.39011037,0.029453175,0.1013935,0.050911702
5.902226e-06,3.4827603e-06,0.027546836,0.45863122,0.045491934,0.0030990308,2.760389e-05,0.42458117,0.0012636386,0.011243754,0.02810544
2.0278385e-05,1.4773366e-06,5.4459873e-05,0.0016314341,0.1629888,0.053621095,0.00059284875,0.6230637,0.030609163,0.007386131,0.120030604
0.0001577406,4.945405e-07,2.1112344e-05,2.8472805e-05,9.377311e-05,0.612386,0.047497958,0.3213538,0.0012353695,0.010233066,0.0069922204
0.00013113917,3.6382921e-06,7.60415e-05,3.3051605e-05,4.159962e-05,0.59375894,0.07410313,0.110864945,0.0017206047,0.21594882,0.0033181028
0.006582161,0.0003772537,0.046607472,0.0024084044,0.00064047216,0.39969373,0.32500732,0.05722642,0.081121944,0.024456304,0.055878483
0.00044600875,3.5230787e-06,0.0072613806,0.0015810889,0.00093529717,0.32868624,0.29072046,0.18127611,0.048007607,0.13262674,0.008455596
0.00017575001,1.0705859e-05,0.50046736,0.008539535,0.009928422,0.11309466,0.20581515,0.12558036,0.016966222,0.018328289,0.0010934848
0.018398281,0.0012483252,0.060690895,0.01313967,0.09661399,0.048035,0.22142574,0.13792862,0.21636482,0.18567322,0.00048145867
0.099625014,0.002116559,0.06688047,0.021093747,0.45614454,0.01525609,0.07312837,0.10071645,0.11030359,0.054128338,0.0006067943
0.02945025,0.000105826024,0.12148961,0.054000605,0.3074591,0.009242265,0.06265485,0.036841813,0.25110972,0.051656485,0.075989485
0.0042759506,0.09999387,0.17273371,0.086500615,0.059792638,0.00036855764,0.0186751,0.0007616919,0.2117603,0.3439111,0.0012264303
0.0023242424,0.23242356,0.5306436,0.08848019,0.002076791,0.00023644992,0.014802972,7.805953e-05,0.044736195,0.0744503,0.009747697
0.0005772899,0.46392643,0.37505174,0.067856446,0.0001400139,0.00027827956,0.010647902,6.166613e-05,0.007301285,0.0587883,0.015370677
0.0033415055,0.8153793,0.12590067,0.008931005,0.00022340914,1.5240415e-06,0.008312327,1.9972524e-07,0.011267069,0.018054435,0.008588499
0.13356286,0.33289158,0.08018225,0.003050453,0.003858707,0.00018765808,0.10757715,6.5951885e-05,0.19796474,0.13871346,0.0019451706
0.23763543,0.27539253,0.01997753,0.00059278274,0.011691607,0.00093818747,0.03628472,5.9199043e-05,0.22250372,0.19219632,0.002727942
0.40115187,0.018025015,0.0042308643,0.0013741029,0.052460674,0.0022636577,0.09074707,0.0056586033,0.28185558,0.0003234255,0.14190915
0.81941795,0.0007736709,2.6955975e-05,2.744424e-08,0.0020760617,5.603765e-05,0.030113466,3.5988355e-06,0.12214768,0.00039346697,0.02499105
0.3875666,0.10435255,0.001546605,0.000103401435,0.0055396426,0.0005250698,0.027822502,4.4789507e-05,0.26855457,0.2010687,0.0028756154
0.45550808,0.0003025834,0.0006745992,7.429718e-06,0.0056240004,0.0015129936,0.17379159,0.00027130905,0.32124794,0.0019572482,0.03910228
0.118024275,0.05578646,0.042994693,0.013580298,0.04657509,0.0031260008,0.059566543,0.0018983245,0.33304456,0.14630121,0.17910257
0.007441248,0.00021690271,0.060633596,0.40089768,0.09907794,0.0038875358,0.008461605,0.07600894,0.21269582,0.0003158508,0.13036293
3.984014e-05,0.0006444873,0.1279214,0.82069504,0.0010693043,1.0798793e-08,1.4036885e-05,0.0012179791,0.007195278,0.03158209,0.009620526
0.00010615606,0.00064903224,0.118494436,0.81445706,0.007808938,5.924938e-09,1.3984003e-05,0.00042149273,0.034394,0.01380805,0.009846892
0.047850195,6.2974046e-05,0.0007106228,0.10242751,0.070432074,7.778127e-07,0.00075987045,0.00044940278,0.6817878,0.07626478,0.019254027
0.10934778,2.0976277e-05,0.00063571637,0.032818336,0.04695189,0.0021330335,0.46715024,0.0043808436,0.22091244,0.105730146,0.009918583
0.075299084,0.000115546005,0.18930939,0.06640725,0.022384256,0.0029600454,0.081931755,0.22654454,0.103292175,0.22132087,0.010435171
5.603611e-06,2.2214925e-05,0.00044454454,0.040185325,0.06994724,0.004860184,2.3547835e-05,0.77895516,0.0024555605,0.045227043,0.057873584
9.612628e-06,8.1240305e-06,2.70837e-05,0.0056210766,0.26558417,0.0062260064,2.646227e-05,0.53578585,0.018124456,0.006285227,0.16230193
1.7140655e-05,3.6207294e-07,1.7653208e-05,0.0002684254,0.0016795861,0.22140767,0.0027620927,0.7269833,0.002322088,0.026461832,0.018079787
0.0006628628,1.1362943e-05,6.426556e-05,2.3706867e-05,5.5655197e-05,0.71290785,0.0915233,0.18923683,0.00059452635,0.001681083,0.003238481
0.00036449585,2.7219494e-06,4.754786e-05,4.7395397e-06,1.3078612e-05,0.7328537,0.13882162,0.12213522,0.00046744267,0.0044768546,0.0008125888
3.786235e-05,2.2811369e-06,0.00068644783,5.431458e-05,1.1377817e-05,0.628027,0.2194652,0.1339461,0.005773236,0.010611242,0.001384996
0.00012840627,0.00018236211,0.020170093,0.003158922,0.0008453812,0.54692745,0.21165219,0.18907821,0.0026659279,0.02207669,0.0031143806
0.00024123919,0.0003105013,0.30941227,0.07648103,0.028984075,0.10611929,0.14299533,0.24169326,0.009409379,0.05962167,0.024732014
0.001124715,1.686106e-06,0.14888056,0.023134548,0.12748897,0.14097437,0.30736414,0.17383051,0.073714554,0.0026831005,0.00080283673
0.09704895,6.487032e-06,0.09736757,0.041942254,0.51582295,0.00955947,0.08533216,0.09515983,0.04597695,0.010990928,0.0007924219
0.0017185839,0.0021399113,0.49582654,0.20880017,0.107536025,0.0022006184,0.062493905,0.0060495,0.064214565,0.0479704,0.0010498344
0.0018575327,0.118604615,0.2467185,0.07026009,0.06942822,9.0186564e-05,0.012961932,8.982307e-05,0.13913772,0.31788817,0.022963218
0.0018867808,0.6524769,0.26110876,0.042767137,0.0028049438,3.08397e-06,0.0046189115,1.3699273e-06,0.014077437,0.01639683,0.003857736
0.05869627,0.73636687,0.16647412,0.013387709,0.00070662826,3.220023e-07,0.008510765,7.456491e-08,0.005609195,0.0075720153,0.002676002
0.08299606,0.6749714,0.09693456,0.0066387225,0.001395674,3.019132e-07,0.012957232,1.7595465e-06,0.08067649,0.040117092,0.0033106813
0.5683401,0.23850131,0.04739981,0.0007709949,0.019480495,1.6538817e-06,0.040670685,1.9821019e-07,0.0815272,0.0014002512,0.0019071792
0.46000916,0.09708918,0.006652494,3.1265936e-05,0.005060634,2.101553e-05,0.042377282,4.5296624e-06,0.21364293,0.17399831,0.0011132088
0.7084576,0.011164026,9.170234e-05,1.3978745e-07,0.0025720722,5.0836188e-05,0.01830395,4.024263e-06,0.25626263,0.0018966163,0.0011964099
0.8320484,0.00025421457,9.757514e-06,1.450863e-08,0.0042922115,0.00021827951,0.023942478,2.1411497e-05,0.112421826,0.00020639495,0.02658502
0.832839,0.0005208282,0.00016890133,5.1863826e-06,0.018664904,0.0002736388,0.03996688,5.8030335e-05,0.10223242,0.00035210428,0.00491809
0.67759216,0.0002615285,0.00037466252,2.0411573e-05,0.00905665,0.004516521,0.06282775,0.001324708,0.1889395,0.00016036985,0.054925673
